timestamp,value1,value2,value3,value4,value5
174468826027,284,287,317,304,273
174468826027,285,288,314,303,272
174468826027,285,288,313,304,274
174468826028,285,289,317,306,272
174468826030,284,288,317,305,272
174468826030,286,288,317,305,274
174468826032,286,289,317,304,273
174468826035,286,290,317,305,272
174468826037,285,289,317,307,273
174468826044,284,287,314,304,272
174468826047,285,290,314,304,272
174468826049,286,288,315,304,273
174468826051,285,287,314,304,272
174468826053,286,289,317,305,273
174468826057,286,288,313,304,273
174468826059,287,286,314,305,274
174468826062,284,288,314,304,272
174468826064,285,288,313,304,272
174468826067,285,285,311,304,273
174468826071,283,286,313,304,272
174468826072,285,286,309,303,272
174468826076,285,286,310,304,272
174468826079,285,285,311,304,272
174468826081,285,286,313,304,272
174468826084,285,287,313,304,272
174468826086,282,288,310,304,273
174468826089,283,288,312,304,274
174468826091,284,285,310,304,272
174468826092,284,285,311,303,273
174468826092,286,286,309,303,272
174468826092,285,285,312,304,273
174468826092,285,288,313,304,273
174468826094,286,288,316,304,274
174468826094,287,291,317,305,274
174468826096,286,290,314,304,273
174468826099,286,287,314,304,275
174468826101,286,288,314,304,274
174468826104,287,288,317,304,276
174468826107,286,289,316,304,277
174468826107,288,289,315,305,275
174468826110,286,288,316,305,278
174468826112,286,288,313,304,275
174468826112,287,286,313,304,274
174468826112,287,289,312,304,274
174468826112,288,288,315,304,274
174468826117,283,286,309,303,272
174468826119,285,286,310,303,272
174468826119,283,287,307,303,272
174468826119,283,284,309,303,272
174468826119,283,285,310,303,272
174468826121,284,286,309,301,272
174468826121,283,283,307,301,271
174468826121,283,286,309,302,271
174468826121,282,283,309,303,272
174468826121,281,293,306,301,271
174468826121,281,285,308,299,269
174468826123,283,285,309,302,272
174468826123,282,283,308,301,272
174468826123,279,282,308,300,272
174468826123,277,282,306,298,270
174468826124,278,277,304,297,270
174468826125,277,277,304,295,271
174468826125,278,281,304,297,268
174468826128,278,279,304,294,267
174468826130,280,278,304,297,269
174468826130,279,281,305,300,270
174468826131,281,282,305,298,270
174468826132,281,282,305,298,272
174468826132,280,285,306,300,271
174468826132,279,283,306,298,270
174468826132,280,281,304,299,270
174468826132,278,279,305,298,272
174468826134,279,278,304,284,272
174468826134,279,278,305,297,269
174468826136,278,277,304,294,270
174468826136,279,278,304,295,269
174468826137,279,280,304,295,268
174468826137,279,279,304,294,270
174468826141,277,283,304,294,270
174468826142,279,281,304,295,267
174468826142,278,277,304,293,268
174468826142,275,274,304,298,266
174468826144,276,278,304,296,268
174468826145,278,278,304,293,269
174468826145,278,281,304,295,269
174468826145,276,276,304,294,267
174468826149,277,277,304,294,269
174468826149,274,277,304,292,269
174468826149,275,275,304,293,268
174468826152,277,275,304,293,268
174468826154,278,279,304,293,267
174468826154,276,277,304,294,267
174468826156,277,275,304,292,268
174468826156,274,277,302,292,265
174468826156,277,275,303,294,266
174468826157,275,276,303,293,266
174468826157,277,275,304,293,265
174468826159,277,274,302,293,267
174468826159,276,276,304,294,267
174468826161,277,277,304,294,263
174468826161,275,275,302,287,267
174468826164,277,276,302,294,267
174468826166,276,278,303,291,266
174468826166,279,277,304,291,266
174468826166,275,275,303,291,266
174468826166,276,274,303,290,271
174468826167,275,274,304,290,267
174468826169,274,275,303,293,266
174468826173,275,275,303,291,266
174468826173,275,274,303,291,267
174468826173,276,276,301,291,266
174468826173,274,274,302,293,267
174468826173,277,274,303,293,267
174468826177,277,274,303,292,265
174468826177,275,276,304,290,266
174468826177,277,276,303,294,265
174468826177,277,274,302,291,267
174468826183,277,275,303,290,266
174468826183,277,275,303,293,266
174468826183,275,275,302,292,267
174468826183,275,276,304,293,269
174468826183,278,279,304,292,267
174468826184,279,277,304,291,265
174468826184,279,280,304,295,268
174468826193,279,279,304,300,269
174468826194,283,283,305,298,272
174468826194,280,282,305,297,270
174468826194,282,282,306,301,272
174468826194,279,285,304,299,271
174468826194,279,283,306,299,270
174468826194,279,281,305,301,266
174468826194,278,278,306,296,270
174468826194,279,279,304,295,270
174468826197,279,279,304,296,269
174468826197,278,279,304,295,267
174468826198,279,277,304,295,266
174468826202,279,278,304,294,269
174468826204,276,277,302,292,267
174468826204,278,277,304,291,265
174468826207,277,275,303,291,266
174468826207,275,276,302,291,265
174468826207,277,275,301,293,265
174468826207,277,275,304,291,267
174468826207,272,283,303,288,267
174468826207,275,278,301,293,267
174468826207,276,275,301,291,265
174468826209,275,274,303,290,268
174468826211,277,276,302,291,260
174468826214,277,275,302,291,265
174468826214,275,276,303,292,265
174468826214,275,274,301,292,265
174468826216,272,279,304,291,265
174468826216,275,276,303,292,267
174468826216,278,276,304,294,268
174468826216,281,278,304,296,269
174468826218,282,283,305,298,270
174468826218,283,283,307,300,272
174468826218,285,283,307,303,272
174468826218,283,281,306,301,271
174468826222,281,279,305,299,271
174468826225,282,279,304,295,270
174468826225,279,281,304,298,270
174468826225,280,277,304,298,270
174468826225,277,280,304,295,266
174468826225,279,278,304,297,268
174468826227,280,277,303,294,267
174468826227,277,277,304,294,266
174468826229,279,276,304,294,266
174468826229,280,275,304,298,264
174468826230,277,276,304,294,267
174468826231,279,279,304,298,268
174468826232,282,280,304,298,269
174468826235,279,279,304,295,268
174468826237,279,279,304,295,269
174468826237,278,276,302,295,266
174468826237,278,278,304,298,268
174468826238,282,275,304,294,266
174468826239,280,274,302,293,268
174468826239,277,276,304,294,267
174468826241,278,277,303,291,266
174468826242,278,274,302,293,267
174468826242,276,274,302,294,265
174468826243,277,275,300,294,265
174468826244,277,275,301,293,262
174468826247,277,275,301,293,265
174468826249,275,278,301,293,265
174468826249,278,274,299,290,265
174468826249,278,278,301,294,263
174468826249,276,273,302,291,266
174468826252,275,272,301,293,265
174468826256,276,277,301,293,266
174468826259,277,275,301,293,265
174468826259,275,273,301,293,266
174468826261,278,273,301,293,266
174468826261,277,274,301,293,266
174468826262,277,274,301,290,266
174468826262,277,276,303,294,265
174468826262,277,277,302,293,267
174468826262,277,276,302,295,267
174468826262,278,274,302,294,260
174468826264,278,276,304,294,264
174468826264,278,275,304,293,267
174468826265,275,274,302,292,265
174468826265,276,276,302,293,266
174468826267,279,277,301,294,263
