timestamp,value1,value2,value3,value4,value5
174468692869,205,251,298,272,208
174468692869,208,251,299,273,208
174468692869,208,252,301,272,208
174468692870,208,253,301,272,209
174468692870,207,251,301,272,208
174468692875,207,256,302,272,209
174468692875,207,251,302,272,209
174468692877,208,252,301,272,208
174468692879,207,249,298,272,208
174468692879,208,251,301,272,208
174468692879,208,255,304,272,209
174468692880,208,253,302,274,209
174468692880,206,254,302,272,210
174468692880,208,254,303,272,209
174468692882,207,254,303,273,208
174468692882,208,252,302,272,209
174468692882,208,254,304,272,208
174468692884,207,252,303,272,208
174468692886,207,251,301,272,208
174468692887,205,253,303,272,208
174468692887,207,253,303,272,208
174468692887,207,251,302,272,208
174468692889,207,253,302,272,208
174468692889,208,254,301,272,208
174468692891,207,252,299,272,208
174468692893,207,250,301,272,208
174468692893,206,251,298,270,208
174468692894,206,250,301,270,208
174468692894,205,251,299,271,208
174468692897,207,251,299,272,208
174468692899,208,250,298,270,208
174468692901,206,252,299,271,208
174468692901,207,251,299,272,208
174468692901,205,251,300,271,208
174468692901,207,252,299,271,210
174468692901,207,253,299,271,208
174468692902,205,251,299,269,208
174468692904,207,251,298,271,208
174468692907,208,253,302,272,208
174468692907,208,254,302,270,208
174468692907,208,253,301,272,208
174468692909,208,256,301,271,208
174468692911,208,253,301,272,209
174468692911,208,253,303,271,208
174468692911,208,255,303,272,208
174468692911,206,254,303,272,208
174468692913,207,256,304,274,208
174468692914,207,254,303,273,208
174468692914,207,256,303,272,209
174468692916,208,255,304,272,208
174468692918,206,254,303,272,209
174468692921,208,256,304,272,208
174468692924,208,254,303,272,208
174468692926,207,256,304,272,209
174468692929,207,254,302,272,208
174468692931,207,253,302,272,208
174468692934,208,256,303,272,208
174468692940,208,254,299,272,208
174468692943,208,254,298,272,208
174468692943,208,253,302,272,208
174468692949,202,250,300,271,208
174468692951,207,254,301,272,208
174468692953,208,252,303,272,208
174468692957,208,251,301,272,208
174468692959,208,256,302,272,208
174468692961,208,254,303,273,208
174468692963,207,254,304,272,209
174468692966,208,256,304,274,209
174468692969,208,254,304,275,209
174468692972,208,256,302,272,210
174468692974,208,251,302,273,208
174468692976,208,253,303,272,208
174468692976,206,251,299,272,209
174468692979,207,256,303,274,208
174468692979,208,253,304,274,211
174468692979,208,253,303,274,211
174468692979,205,249,301,272,208
174468692983,203,249,297,272,209
174468692985,206,251,298,272,208
174468692988,206,249,298,272,208
174468692993,207,246,296,272,209
174468692995,207,246,295,272,208
174468692998,206,250,302,274,211
174468693001,205,247,299,274,210
174468693003,208,249,303,274,209
174468693003,203,246,299,273,208
174468693003,206,243,301,272,211
174468693003,206,245,303,273,210
174468693010,208,246,300,274,210
174468693011,208,250,301,273,210
174468693011,207,247,301,273,210
174468693013,208,250,304,275,212
174468693013,208,251,303,273,212
174468693013,206,252,302,273,210
174468693016,208,249,302,274,211
174468693017,208,252,304,275,211
174468693017,207,252,304,273,210
174468693017,206,247,303,272,209
174468693017,207,248,301,272,210
174468693021,208,249,303,275,210
174468693022,208,253,304,275,211
174468693025,208,255,304,276,210
174468693027,207,250,304,274,209
174468693032,206,251,304,274,210
174468693035,208,252,304,274,211
174468693037,208,251,303,274,210
174468693042,208,254,299,275,209
174468693044,208,254,305,281,211
174468693044,208,253,304,276,211
174468693044,208,256,304,278,212
174468693044,207,256,304,275,211
174468693047,208,251,306,278,212
174468693049,208,253,304,276,213
174468693052,208,255,304,277,214
174468693054,208,256,306,277,213
174468693057,208,256,306,277,214
174468693061,208,253,304,277,213
174468693061,208,254,304,277,213
174468693064,208,256,305,275,212
174468693067,208,256,304,278,211
174468693067,208,256,305,278,214
174468693067,208,257,304,275,214
174468693067,208,256,305,275,213
174468693069,208,253,304,274,213
174468693071,208,252,304,274,214
174468693071,208,254,304,274,212
174468693071,208,253,304,274,211
174468693074,208,256,304,276,213
174468693077,208,253,304,277,213
174468693081,208,250,304,275,212
174468693081,208,253,304,275,212
174468693081,208,254,304,275,211
174468693081,208,254,304,273,210
174468693082,207,255,305,277,209
174468693086,205,251,304,273,209
174468693087,208,256,304,275,211
174468693091,208,256,305,278,212
174468693092,208,256,307,277,211
174468693096,206,253,304,274,210
174468693099,208,254,304,276,210
174468693103,207,255,304,275,209
174468693103,208,256,306,275,209
174468693106,206,251,304,276,210
174468693106,208,261,307,279,210
174468693106,208,257,309,282,212
174468693106,210,261,313,282,212
174468693108,208,261,309,278,214
174468693111,210,258,307,279,213
174468693113,211,263,307,280,212
174468693116,211,264,315,283,213
174468693118,213,266,316,285,214
