timestamp,sock1,sock2,sock3,sock4,sock5,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7
1746049856360,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856376,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856393,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856393,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856410,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856410,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856427,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856443,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856443,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856460,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856476,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856476,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856493,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856510,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856510,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856527,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856544,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856544,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856560,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856577,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856577,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856593,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856610,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856610,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856626,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856644,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856644,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856659,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856676,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856676,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856694,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856710,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856710,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856727,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856743,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856743,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856760,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856776,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746049856776,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
