timestamp,sock1,sock2,sock3,sock4,sock5,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7
1746050159739,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159761,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159791,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159810,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159810,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159810,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159810,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159810,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159811,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159826,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159860,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159893,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159893,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159910,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159911,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159926,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159926,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159926,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159943,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159943,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159977,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050159993,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160032,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160032,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160032,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160032,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160032,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160051,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160051,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160067,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160101,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160118,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160118,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160118,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160134,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160134,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160150,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160168,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160171,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160184,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160218,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160235,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160235,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160235,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160251,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160267,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160267,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160285,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160301,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160301,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160334,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160352,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160352,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160352,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160401,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160401,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160401,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160401,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160435,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160467,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160485,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160485,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160485,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160485,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160485,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160501,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160518,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160519,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160535,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160568,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160590,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
1746050160590,4095,4095,4095,4095,4095,0,0,0,0,0,0,0
