timestamp,value1,value2,value3,value4,value5
174468670651,194,234,278,256,203
174468670651,195,237,281,258,203
174468670655,194,234,279,258,203
174468670655,198,238,285,259,204
174468670655,196,239,284,261,206
174468670655,202,239,285,260,206
174468670657,197,238,283,257,206
174468670657,198,237,284,260,208
174468670659,197,238,279,260,207
174468670659,195,236,285,259,206
174468670661,199,238,283,260,207
174468670661,199,237,283,260,206
174468670662,198,237,282,259,205
174468670662,196,238,286,259,205
174468670668,197,237,281,261,206
174468670668,197,237,283,259,206
174468670668,198,236,281,262,203
174468670668,197,235,282,258,204
174468670669,195,234,279,259,203
174468670669,195,238,281,256,203
174468670669,195,236,281,257,203
174468670671,195,234,279,256,202
174468670671,194,233,279,256,201
174468670673,194,231,278,257,203
174468670675,194,234,280,257,199
174468670676,195,235,278,256,199
174468670680,192,234,279,256,203
174468670680,193,234,277,256,202
174468670680,193,234,279,256,199
174468670680,191,229,277,256,198
174468670680,191,229,275,254,198
174468670681,191,227,274,256,196
174468670681,191,229,275,253,197
174468670683,192,228,276,254,198
174468670684,192,227,277,253,196
174468670684,192,230,274,256,197
174468670686,191,227,276,254,196
174468670686,191,226,277,255,197
174468670690,192,227,273,254,196
174468670691,189,228,275,254,196
174468670694,191,227,274,254,196
174468670694,190,225,275,253,195
174468670694,191,227,273,253,198
174468670694,190,226,274,252,198
174468670694,189,226,273,254,194
174468670698,192,225,274,253,199
174468670698,187,229,274,253,196
174468670698,191,225,272,253,197
174468670699,192,225,272,251,196
174468670702,190,226,273,252,195
174468670703,189,226,273,249,195
174468670703,189,225,272,251,195
174468670703,190,225,273,253,194
174468670703,190,228,272,252,195
174468670705,189,224,272,252,194
174468670705,189,225,273,251,194
174468670707,191,226,272,251,196
174468670707,190,227,273,252,195
174468670708,190,225,272,250,194
174468670708,190,226,272,252,195
174468670710,190,225,272,249,195
174468670713,187,222,274,250,197
174468670715,191,226,272,252,196
174468670715,190,226,272,252,195
174468670715,189,225,272,254,197
174468670715,191,229,274,251,197
174468670716,192,228,276,256,197
174468670716,192,227,274,256,197
174468670718,192,229,277,255,198
174468670720,192,228,275,256,198
174468670720,193,230,277,256,197
174468670721,190,230,278,256,202
174468670721,191,231,279,257,198
174468670725,192,233,278,256,199
174468670726,192,231,279,256,201
174468670726,192,233,279,257,199
174468670726,192,231,279,256,200
174468670726,192,233,278,257,199
174468670728,192,231,279,256,199
174468670728,192,230,279,256,199
174468670730,192,232,278,256,198
174468670731,192,231,279,256,199
174468670731,193,232,279,256,200
174468670733,192,233,276,256,198
174468670735,192,230,278,256,197
174468670737,192,231,278,256,199
174468670738,192,233,278,256,198
174468670740,191,230,277,254,198
174468670740,192,230,275,255,198
174468670740,192,230,277,255,197
174468670740,191,229,274,256,197
174468670741,192,228,275,254,198
174468670741,192,230,276,254,197
174468670743,192,227,275,254,199
174468670745,191,231,275,255,197
174468670745,191,229,274,252,196
174468670746,192,230,272,252,197
174468670750,191,228,275,253,196
174468670752,190,230,273,252,197
174468670752,192,227,273,251,197
174468670752,192,229,274,253,197
174468670752,189,228,273,256,197
174468670752,192,228,273,253,196
174468670753,190,230,273,253,195
174468670753,187,225,275,254,195
174468670755,190,228,273,253,196
174468670756,191,227,274,254,194
174468670756,190,227,274,253,196
174468670758,191,227,273,250,196
174468670761,191,227,273,253,195
174468670765,187,227,272,251,195
174468670765,191,229,272,253,195
174468670765,190,227,272,250,197
174468670767,189,227,272,251,195
174468670767,191,227,273,252,195
174468670767,191,227,272,252,193
174468670767,190,226,272,247,195
174468670767,189,225,275,247,194
174468670768,190,226,273,247,194
174468670768,191,225,273,251,195
174468670772,190,227,273,246,197
174468670774,189,227,272,250,195
174468670774,190,226,274,254,193
174468670774,189,229,269,251,194
174468670774,189,225,272,250,194
174468670774,188,226,272,248,194
174468670776,190,226,272,250,194
174468670776,191,227,272,251,193
174468670778,191,222,273,251,195
174468670780,191,230,274,254,198
174468670780,193,229,275,256,200
174468670781,192,233,276,255,201
174468670783,194,230,275,255,197
174468670786,192,231,275,256,201
174468670786,192,231,276,253,201
174468670786,193,234,275,256,201
174468670786,192,231,276,255,200
174468670786,193,234,279,256,202
174468670788,194,235,281,256,202
174468670790,193,233,277,256,202
174468670790,192,233,277,256,201
174468670791,192,233,276,256,199
174468670791,194,231,278,256,199
174468670793,193,232,278,256,202
174468670796,194,234,277,256,198
174468670798,195,231,275,256,198
174468670800,194,231,276,256,200
174468670800,194,231,276,256,200
174468670800,193,234,276,256,199
174468670800,193,235,276,261,199
174468670800,194,229,276,256,198
174468670801,193,231,277,256,200
174468670801,193,233,275,256,198
174468670803,192,232,276,254,201
174468670805,193,231,277,256,198
174468670805,193,230,277,254,202
174468670808,193,230,276,255,198
174468670808,194,230,276,256,199
174468670810,192,232,274,256,199
174468670810,192,229,273,254,199
174468670810,193,231,278,256,199
174468670811,194,231,277,254,201
174468670811,194,231,275,256,199
174468670813,193,231,277,256,198
174468670813,193,229,273,254,202
174468670815,192,231,274,254,201
174468670816,193,229,275,256,197
174468670816,192,230,274,254,198
174468670820,192,231,275,255,198
174468670821,192,230,273,251,198
174468670821,194,230,274,254,198
174468670821,192,229,274,256,199
174468670821,192,230,273,251,199
174468670826,193,228,274,254,198
174468670826,192,231,274,254,199
174468670826,192,229,273,254,199
