timestamp,value1,value2,value3,value4,value5
1744685924220,204,239,293,271,208
1744685924234,204,237,294,269,207
1744685924234,202,235,293,269,208
1744685924234,202,235,291,270,207
1744685924250,200,235,291,268,208
1744685924250,199,235,291,268,207
1744685924250,200,237,294,272,208
1744685924250,201,235,292,270,207
1744685924284,201,235,293,269,208
1744685924302,199,235,295,270,208
1744685924302,202,237,293,271,208
1744685924320,201,235,291,271,208
1744685924332,203,236,297,272,207
1744685924351,202,235,294,270,208
1744685924366,203,234,294,272,208
1744685924377,202,236,291,271,207
1744685924377,202,236,294,272,208
1744685924391,199,234,290,271,207
1744685924409,202,235,291,270,207
1744685924409,202,234,291,270,208
1744685924409,200,234,291,269,208
1744685924426,202,236,291,270,207
1744685924473,199,235,289,266,207
1744685924473,199,235,290,268,205
1744685924473,202,234,289,266,207
1744685924473,199,230,287,267,207
1744685924473,197,230,287,263,204
1744685924473,198,233,286,266,205
1744685924493,197,232,290,267,206
1744685924493,200,233,288,269,206
1744685924493,197,227,287,266,205
1744685924511,198,234,288,265,205
1744685924511,197,231,288,266,206
1744685924511,198,231,288,269,208
1744685924542,199,228,288,266,205
1744685924579,198,227,285,266,207
1744685924579,198,231,285,267,205
1744685924579,198,229,287,267,208
1744685924579,198,232,287,267,207
1744685924600,198,231,287,267,207
1744685924600,199,231,288,266,205
1744685924600,199,230,286,265,207
1744685924600,198,231,288,266,206
1744685924616,198,234,287,263,205
1744685924632,201,234,289,267,208
1744685924632,202,235,289,267,208
1744685924678,201,235,289,269,208
1744685924713,203,238,291,267,208
1744685924713,199,233,288,266,207
1744685924713,205,238,289,267,208
1744685924729,202,235,287,265,207
1744685924729,201,235,288,267,208
1744685924729,202,237,286,268,207
1744685924733,201,237,288,267,208
1744685924746,203,238,291,267,208
1744685924746,205,237,290,269,208
1744685924746,203,239,291,268,208
1744685924780,203,240,287,267,209
1744685924797,206,239,290,269,208
1744685924813,204,240,289,270,208
1744685924830,206,240,289,271,208
1744685924830,206,237,288,268,208
1744685924830,206,239,291,272,209
1744685924846,205,240,291,272,210
1744685924846,207,239,291,272,210
1744685924846,208,241,298,272,209
1744685924848,208,242,295,272,208
1744685924865,208,244,297,272,210
1744685924880,207,241,293,272,209
1744685924880,208,245,295,272,208
1744685924897,208,249,300,272,209
1744685924913,208,247,298,272,208
1744685924932,208,243,297,272,210
1744685924932,208,249,298,271,208
1744685924934,208,251,299,272,209
1744685924949,208,246,298,272,210
1744685924949,208,249,301,273,210
1744685924965,208,243,299,272,209
1744685924965,208,246,301,272,209
1744685924966,206,245,299,272,210
1744685925017,206,243,301,272,209
1744685925084,207,241,299,272,208
1744685925085,207,243,297,272,209
1744685925085,208,241,299,272,208
1744685925085,208,243,300,271,208
1744685925085,208,244,299,272,209
1744685925085,207,243,298,272,208
1744685925105,208,243,300,272,208
1744685925105,208,244,301,272,208
1744685925123,208,242,299,273,211
1744685925152,208,245,300,272,210
1744685925176,208,241,298,272,211
1744685925191,208,243,295,270,208
1744685925191,204,242,299,272,208
1744685925202,207,242,298,272,208
1744685925202,208,242,295,272,209
1744685925202,208,241,298,270,208
1744685925221,208,243,296,272,210
1744685925221,208,246,301,272,209
1744685925221,208,244,298,272,208
1744685925237,208,244,299,272,208
1744685925237,208,249,302,272,209
1744685925237,208,250,303,272,211
1744685925313,208,251,303,274,212
1744685925313,208,249,304,274,210
1744685925313,208,250,304,274,211
1744685925313,209,248,303,273,209
1744685925313,208,250,304,272,209
1744685925313,208,247,302,272,208
1744685925313,208,249,301,272,208
1744685925313,208,250,304,273,209
1744685925313,208,249,300,273,208
1744685925332,208,251,303,272,208
1744685925332,208,245,301,272,209
1744685925332,208,243,299,272,208
1744685925332,206,243,300,272,208
1744685925348,207,245,298,270,208
1744685925348,207,241,298,270,208
1744685925379,207,245,298,269,208
1744685925397,207,240,294,269,207
1744685925397,207,241,299,270,207
1744685925397,207,247,299,269,208
1744685925397,207,244,298,270,206
1744685925412,207,243,301,270,208
1744685925435,208,245,302,270,208
1744685925451,205,244,299,270,208
1744685925471,206,246,299,270,208
1744685925471,205,241,295,269,208
1744685925471,205,242,296,270,207
1744685925471,205,241,295,267,208
1744685925504,205,240,293,267,207
1744685925548,205,240,291,268,206
1744685925548,206,240,293,268,207
1744685925548,205,238,294,269,207
1744685925565,205,239,293,265,208
1744685925565,203,240,291,266,206
1744685925565,202,240,293,267,207
1744685925565,202,240,291,265,207
1744685925565,202,240,294,265,206
1744685925567,203,240,294,267,206
1744685925621,205,240,294,263,206
