timestamp,sock1,sock2,sock3,sock4,sock5,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7
1746050470724,0,0,0,0,0,0,0,0,0,0,0,0
1746050470724,0,0,0,0,0,0,0,0,0,0,0,0
1746050470783,0,0,0,0,0,0,0,0,0,0,0,0
1746050470802,0,0,0,0,0,0,0,0,0,0,0,0
1746050470802,0,0,0,0,0,0,0,0,0,0,0,0
1746050470802,0,0,0,0,0,0,0,0,0,0,0,0
1746050470802,0,0,0,0,0,0,0,0,0,0,0,0
1746050470802,0,0,0,0,0,0,0,0,0,0,0,0
1746050470818,0,0,0,0,0,0,0,0,0,0,0,0
1746050470819,0,0,0,0,0,0,0,0,0,0,0,0
1746050470835,0,0,0,0,0,0,0,0,0,0,0,0
1746050470851,0,0,0,0,0,0,0,0,0,0,0,0
1746050470884,0,0,0,0,0,0,0,0,0,0,0,0
1746050470903,0,0,0,0,0,0,0,0,0,0,0,0
1746050470903,0,0,0,0,0,0,0,0,0,0,0,0
1746050470904,0,0,0,0,0,0,0,0,0,0,0,0
1746050470919,0,0,0,0,0,0,0,0,0,0,0,0
1746050470919,0,0,0,0,0,0,0,0,0,0,0,0
1746050470935,0,0,0,0,0,0,0,0,0,0,0,0
1746050470953,0,0,0,0,0,0,0,0,0,0,0,0
1746050470953,0,0,0,0,0,0,0,0,0,0,0,0
1746050470969,0,0,0,0,0,0,0,0,0,0,0,0
1746050471003,0,0,0,0,0,0,0,0,0,0,0,0
1746050471020,0,0,0,0,0,0,0,0,0,0,0,0
1746050471037,0,0,0,0,0,0,0,0,0,0,0,0
1746050471037,0,0,0,0,0,0,0,0,0,0,0,0
1746050471037,0,0,0,0,0,0,0,0,0,0,0,0
1746050471037,0,0,0,0,0,0,0,0,0,0,0,0
1746050471053,0,0,0,0,0,0,0,0,0,0,0,0
1746050471069,0,0,0,0,0,0,0,0,0,0,0,0
1746050471086,0,0,0,0,0,0,0,0,0,0,0,0
1746050471086,0,0,0,0,0,0,0,0,0,0,0,0
1746050471119,0,0,0,0,0,0,0,0,0,0,0,0
1746050471146,0,0,0,0,0,0,0,0,0,0,0,0
1746050471163,0,0,0,0,0,0,0,0,0,0,0,0
1746050471170,0,0,0,0,0,0,0,0,0,0,0,0
1746050471170,0,0,0,0,0,0,0,0,0,0,0,0
1746050471171,0,0,0,0,0,0,0,0,0,0,0,0
1746050471187,0,0,0,0,0,0,0,0,0,0,0,0
1746050471187,0,0,0,0,0,0,0,0,0,0,0,0
1746050471203,0,0,0,0,0,0,0,0,0,0,0,0
1746050471205,0,0,0,0,0,0,0,0,0,0,0,0
1746050471237,0,0,0,0,0,0,0,0,0,0,0,0
1746050471271,0,0,0,0,0,0,0,0,0,0,0,0
1746050471271,0,0,0,0,0,0,0,0,0,0,0,0
1746050471271,0,0,0,0,0,0,0,0,0,0,0,0
1746050471271,0,0,0,0,0,0,0,0,0,0,0,0
1746050471287,0,0,0,0,0,0,0,0,0,0,0,0
1746050471288,0,0,0,0,0,0,0,0,0,0,0,0
1746050471303,0,0,0,0,0,0,0,0,0,0,0,0
1746050471321,0,0,0,0,0,0,0,0,0,0,0,0
1746050471337,0,0,0,0,0,0,0,0,0,0,0,0
1746050471354,0,0,0,0,0,0,0,0,0,0,0,0
1746050471371,0,0,0,0,0,0,0,0,0,0,0,0
1746050471387,0,0,0,0,0,0,0,0,0,0,0,0
1746050471387,0,0,0,0,0,0,0,0,0,0,0,0
1746050471420,0,0,0,0,0,0,0,0,0,0,0,0
1746050471420,0,0,0,0,0,0,0,0,0,0,0,0
1746050471420,0,0,0,0,0,0,0,0,0,0,0,0
1746050471422,0,0,0,0,0,0,0,0,0,0,0,0
1746050471470,0,0,0,0,0,0,0,0,0,0,0,0
1746050471486,0,0,0,0,0,0,0,0,0,0,0,0
1746050471503,0,0,0,0,0,0,0,0,0,0,0,0
1746050471503,0,0,0,0,0,0,0,0,0,0,0,0
1746050471503,0,0,0,0,0,0,0,0,0,0,0,0
1746050471504,0,0,0,0,0,0,0,0,0,0,0,0
1746050471520,0,0,0,0,0,0,0,0,0,0,0,0
1746050471520,0,0,0,0,0,0,0,0,0,0,0,0
1746050471537,0,0,0,0,0,0,0,0,0,0,0,0
1746050471554,0,0,0,0,0,0,0,0,0,0,0,0
1746050471554,0,0,0,0,0,0,0,0,0,0,0,0
1746050471570,0,0,0,0,0,0,0,0,0,0,0,0
1746050471604,0,0,0,0,0,0,0,0,0,0,0,0
1746050471620,0,0,0,0,0,0,0,0,0,0,0,0
1746050471620,0,0,0,0,0,0,0,0,0,0,0,0
1746050471620,0,0,0,0,0,0,0,0,0,0,0,0
1746050471637,0,0,0,0,0,0,0,0,0,0,0,0
1746050471637,0,0,0,0,0,0,0,0,0,0,0,0
1746050471655,0,0,0,0,0,0,0,0,0,0,0,0
1746050471670,0,0,0,0,0,0,0,0,0,0,0,0
1746050471671,0,0,0,0,0,0,0,0,0,0,0,0
1746050471688,0,0,0,0,0,0,0,0,0,0,0,0
1746050471721,0,0,0,0,0,0,0,0,0,0,0,0
1746050471737,0,0,0,0,0,0,0,0,0,0,0,0
1746050471737,0,0,0,0,0,0,0,0,0,0,0,0
1746050471738,0,0,0,0,0,0,0,0,0,0,0,0
1746050471754,0,0,0,0,0,0,0,0,0,0,0,0
1746050471788,0,0,0,0,0,0,0,0,0,0,0,0
1746050471788,0,0,0,0,0,0,0,0,0,0,0,0
1746050471788,0,0,0,0,0,0,0,0,0,0,0,0
1746050471805,0,0,0,0,0,0,0,0,0,0,0,0
1746050471828,0,0,0,0,0,0,0,0,0,0,0,0
1746050471848,0,0,0,0,0,0,0,0,0,0,0,0
1746050471862,0,0,0,0,0,0,0,0,0,0,0,0
1746050471862,0,0,0,0,0,0,0,0,0,0,0,0
1746050471862,0,0,0,0,0,0,0,0,0,0,0,0
1746050471863,0,0,0,0,0,0,0,0,0,0,0,0
1746050471880,0,0,0,0,0,0,0,0,0,0,0,0
1746050471896,0,0,0,0,0,0,0,0,0,0,0,0
1746050471912,0,0,0,0,0,0,0,0,0,0,0,0
1746050471912,0,0,0,0,0,0,0,0,0,0,0,0
1746050471946,0,0,0,0,0,0,0,0,0,0,0,0
1746050471962,0,0,0,0,0,0,0,0,0,0,0,0
1746050471980,0,0,0,0,0,0,0,0,0,0,0,0
1746050471980,0,0,0,0,0,0,0,0,0,0,0,0
1746050471980,0,0,0,0,0,0,0,0,0,0,0,0
1746050471996,0,0,0,0,0,0,0,0,0,0,0,0
1746050471997,0,0,0,0,0,0,0,0,0,0,0,0
1746050472013,0,0,0,0,0,0,0,0,0,0,0,0
1746050472030,0,0,0,0,0,0,0,0,0,0,0,0
1746050472031,0,0,0,0,0,0,0,0,0,0,0,0
1746050472079,0,0,0,0,0,0,0,0,0,0,0,0
1746050472096,0,0,0,0,0,0,0,0,0,0,0,0
1746050472096,0,0,0,0,0,0,0,0,0,0,0,0
