timestamp,value1,value2,value3,value4,value5
1744681583099,179,263,318,151,354
1744681583139,178,259,310,130,354
1744681583188,178,266,305,134,354
1744681583216,177,263,311,145,354
1744681583237,,262,312,146,354
1744681583237,177,258,313,130,353
1744681583237,176,267,307,130,352
1744681583237,181,263,306,139,354
1744681583253,177,265,314,145,354
1744681583253,177,265,314,145,354
1744681583253,179,266,313,144,354
1744681583255,177,262,314,145,355
1744681583269,178,263,313,145,353
1744681583269,179,266,307,144,354
1744681583284,177,265,313,145,354
1744681583309,181,265,319,145,354
1744681583311,176,265,315,147,356
1744681583329,177,265,315,148,351
1744681583329,179,266,308,150,357
1744681583329,176,258,309,135,353
1744681583329,176,262,315,145,348
1744681583329,175,256,313,151,351
1744681583329,178,261,312,141,351
1744681583329,176,265,309,145,351
1744681583341,176,262,312,145,351
1744681583341,177,263,307,144,352
1744681583341,177,263,310,145,353
1744681583354,177,262,314,145,352
1744681583354,178,261,311,149,353
1744681583355,177,265,314,146,352
1744681583374,179,265,314,148,355
1744681583387,178,265,316,148,356
1744681583387,178,264,315,149,354
1744681583409,177,261,307,158,354
1744681583425,177,263,318,151,355
1744681583425,177,265,311,154,355
1744681583426,177,264,315,148,354
1744681583441,177,261,314,151,353
1744681583462,179,264,315,149,355
1744681583487,177,263,313,148,357
1744681583487,177,263,313,146,356
1744681583487,176,263,313,144,355
1744681583488,177,261,311,145,355
1744681583525,177,266,314,149,355
1744681583558,178,266,315,149,355
1744681583574,179,264,312,148,356
1744681583608,177,261,313,144,356
1744681583625,176,261,310,147,352
1744681583625,176,261,310,145,353
1744681583625,178,263,308,145,351
1744681583625,177,261,309,145,354
1744681583625,178,258,309,146,352
1744681583641,178,260,309,144,352
1744681583641,177,258,308,144,352
1744681583641,176,258,307,141,352
1744681583641,176,259,308,144,353
1744681583641,176,259,305,144,350
1744681583641,176,256,305,144,351
1744681583659,176,257,306,144,351
1744681583659,176,257,306,145,352
1744681583678,176,258,306,146,351
1744681583681,176,256,306,144,350
1744681583691,175,257,305,144,350
1744681583720,176,258,304,144,351
1744681583726,176,256,304,144,348
1744681583726,176,256,304,144,351
1744681583726,176,256,306,144,352
1744681583768,176,257,304,145,349
1744681583793,176,256,304,144,351
1744681583793,176,256,304,145,349
1744681583799,176,257,307,145,350
1744681583799,176,257,305,146,351
1744681583812,176,257,305,146,351
1744681583812,176,256,304,144,351
1744681583812,175,256,304,145,347
1744681583831,176,256,304,144,351
1744681583846,176,258,305,144,353
1744681583846,176,258,307,144,353
1744681583846,176,259,310,146,353
1744681583885,176,262,309,145,354
1744681583908,178,263,310,145,355
1744681583944,177,261,310,149,356
1744681583968,177,262,311,150,356
1744681583993,178,262,315,149,355
1744681583993,177,259,310,147,354
1744681583996,178,261,311,145,354
1744681584014,177,262,313,150,354
1744681584014,177,259,313,149,356
1744681584014,177,258,313,150,356
1744681584014,176,259,315,149,356
1744681584014,176,259,311,150,353
1744681584014,176,259,313,150,355
1744681584029,177,259,312,149,357
1744681584029,178,260,307,130,355
1744681584029,176,259,313,139,357
1744681584030,177,260,310,152,354
1744681584047,177,261,310,149,357
1744681584047,177,261,311,148,355
1744681584055,176,262,315,147,355
1744681584055,179,265,311,149,355
