timestamp,sock1,sock2,sock3,sock4,sock5,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7
1746050751551,0,0,0,0,0,0,0,0,0,0,0,0
1746050751551,0,0,0,0,0,0,0,0,0,0,0,0
1746050751572,0,0,0,0,0,0,0,196,0,0,0,0
1746050751606,0,0,0,0,0,0,0,384,0,0,0,0
1746050751638,0,0,0,0,0,0,0,558,0,0,0,0
1746050751638,0,0,0,0,0,0,0,686,0,0,0,0
1746050751654,0,0,0,0,0,0,0,739,0,0,0,0
1746050751654,0,0,0,0,0,0,0,817,0,0,0,0
1746050751654,0,0,0,0,0,0,0,859,0,0,0,0
1746050751654,0,0,0,0,0,0,0,890,0,0,0,0
1746050751670,0,0,0,0,0,0,0,923,0,0,0,0
1746050751712,0,0,0,0,0,0,0,916,0,0,0,0
1746050751732,0,0,0,0,0,0,0,913,0,0,0,0
1746050751747,0,0,0,0,0,0,0,893,0,0,0,0
1746050751747,0,0,0,0,0,0,0,862,0,0,0,0
1746050751747,0,0,0,0,0,0,0,823,0,0,0,0
1746050751747,0,0,0,0,0,0,0,750,0,0,0,0
1746050751747,0,0,0,0,0,0,0,649,0,0,0,0
1746050751763,0,0,0,0,0,0,0,525,0,0,0,0
1746050751781,0,0,0,0,0,0,0,379,0,0,0,0
1746050751781,0,0,0,0,0,0,0,207,0,0,0,0
1746050751796,0,0,0,0,0,0,0,22,0,0,0,0
1746050751814,0,0,0,0,0,0,0,0,0,0,0,0
1746050751847,0,0,0,0,0,0,0,0,0,0,0,0
1746050751866,0,0,0,0,0,0,0,0,0,0,0,0
1746050751866,0,0,0,0,0,0,0,0,0,0,0,0
1746050751866,0,0,0,0,0,0,0,0,0,0,0,0
1746050751866,0,0,0,0,0,0,0,0,0,0,0,0
1746050751882,0,0,0,0,0,0,0,0,0,0,0,0
1746050751899,0,0,0,0,0,0,0,0,0,0,0,0
1746050751899,0,0,0,0,0,0,0,0,0,0,0,0
1746050751917,0,0,0,0,0,0,0,0,0,0,0,0
1746050751949,0,0,0,0,0,0,0,0,0,0,0,0
1746050751968,0,0,0,0,0,0,0,0,0,0,0,0
1746050751968,0,0,0,0,0,0,0,19,0,0,0,0
1746050751968,0,0,0,0,0,0,0,213,0,0,0,0
1746050751984,0,0,0,0,0,0,0,429,0,0,0,0
1746050751984,0,0,0,0,0,0,0,604,0,0,0,0
1746050752001,0,0,0,0,0,0,0,685,0,0,0,0
1746050752035,0,0,0,0,0,0,0,749,0,0,0,0
1746050752051,0,0,0,0,0,0,0,810,0,0,0,0
1746050752051,0,0,0,0,0,0,0,824,0,0,0,0
1746050752068,0,0,0,0,0,0,0,850,0,0,0,0
1746050752086,0,0,0,0,0,0,0,874,0,0,0,0
1746050752101,0,0,0,0,0,0,0,885,0,0,0,0
1746050752101,0,0,0,0,0,0,0,906,0,0,0,0
1746050752101,0,0,0,0,0,0,0,871,0,0,0,0
1746050752103,0,0,0,0,0,0,0,878,0,0,0,0
1746050752151,0,0,0,0,0,0,0,849,0,0,0,0
1746050752151,0,0,0,0,0,0,0,805,0,0,0,0
1746050752151,0,0,0,0,0,0,0,753,0,0,0,0
1746050752152,0,0,0,0,0,0,0,688,0,0,0,0
1746050752202,0,0,0,0,0,0,0,624,0,0,0,0
1746050752204,0,0,0,0,0,0,0,511,0,0,0,0
1746050752221,0,0,0,0,0,0,0,420,0,0,0,0
1746050752221,0,0,0,0,0,0,0,325,0,0,0,0
1746050752221,0,0,0,0,0,0,0,174,0,0,0,0
1746050752224,0,0,0,0,0,0,0,36,0,0,0,0
1746050752237,0,0,0,0,0,0,0,0,0,0,0,0
1746050752255,0,0,0,0,0,0,0,0,0,0,0,0
1746050752271,0,0,0,0,0,0,0,0,0,0,0,0
1746050752271,0,0,0,0,0,0,0,0,0,0,0,0
1746050752304,0,0,0,0,0,0,0,0,0,0,0,0
1746050752321,0,0,0,0,0,0,0,0,0,0,0,0
1746050752321,0,0,0,0,0,0,0,0,0,0,0,0
1746050752322,0,0,0,0,0,0,0,246,0,0,0,0
1746050752337,0,0,0,0,0,0,0,437,0,0,0,0
1746050752353,0,0,0,0,0,0,0,566,0,0,0,0
1746050752355,0,0,0,0,0,0,0,665,0,0,0,0
1746050752371,0,0,0,0,0,0,0,733,0,0,0,0
1746050752387,0,0,0,0,0,0,0,798,0,0,0,0
1746050752414,0,0,0,0,0,0,0,819,0,0,0,0
1746050752441,0,0,0,0,0,0,0,852,0,0,0,0
1746050752459,0,0,0,0,0,0,0,880,0,0,0,0
1746050752459,0,0,0,0,0,0,0,901,0,0,0,0
1746050752459,0,0,0,0,0,0,0,933,0,0,0,0
1746050752459,0,0,0,0,0,0,0,919,0,0,0,0
1746050752476,0,0,0,0,0,0,0,933,0,0,0,0
1746050752476,0,0,0,0,0,0,0,942,0,0,0,0
1746050752493,0,0,0,0,0,0,0,947,0,0,0,0
1746050752509,0,0,0,0,0,0,0,962,0,0,0,0
1746050752511,0,0,0,0,0,0,0,945,0,0,0,0
1746050752543,0,0,0,0,0,0,0,955,0,0,0,0
1746050752559,0,0,0,0,0,0,0,945,0,0,0,0
1746050752559,0,0,0,0,0,0,0,945,0,0,0,0
1746050752561,0,0,0,0,0,0,0,955,0,0,0,0
1746050752576,0,0,0,0,0,0,0,939,0,0,0,0
1746050752593,0,0,0,0,0,0,0,943,0,0,0,0
1746050752609,0,0,0,0,0,0,0,943,0,0,0,0
1746050752609,0,0,0,0,0,0,0,947,0,0,0,0
1746050752626,0,0,0,0,0,0,0,962,0,0,0,0
1746050752643,0,0,0,0,0,0,0,958,0,0,0,0
1746050752676,0,0,0,0,0,0,0,969,0,0,0,0
1746050752709,0,0,0,0,0,0,0,973,0,0,0,0
1746050752709,0,0,0,0,0,0,0,977,0,0,0,0
1746050752709,0,0,0,0,0,0,0,983,0,0,0,0
1746050752709,0,0,0,0,0,0,0,963,0,0,0,0
1746050752726,0,0,0,0,0,0,0,950,0,0,0,0
1746050752726,0,0,0,0,0,0,0,896,0,0,0,0
1746050752728,0,0,0,0,0,0,0,835,0,0,0,0
1746050752743,0,0,0,0,0,0,0,784,0,0,0,0
1746050752776,0,0,0,0,0,0,0,656,0,0,0,0
1746050752792,0,0,0,0,0,0,0,527,0,0,0,0
1746050752793,0,0,0,0,0,0,0,347,0,0,0,0
1746050752810,0,0,0,0,0,0,0,123,0,0,0,0
1746050752810,0,0,0,0,0,0,0,0,0,0,0,0
1746050752826,0,0,0,0,0,0,0,0,0,0,0,0
1746050752826,0,0,0,0,0,0,0,0,0,0,0,0
1746050752843,0,0,0,0,0,0,0,0,0,0,0,0
1746050752859,0,0,0,0,0,0,0,0,0,0,0,0
1746050752859,0,0,0,0,0,0,0,0,0,0,0,0
1746050752910,0,0,0,0,0,0,0,0,0,0,0,0
1746050752926,0,0,0,0,0,0,0,0,0,0,0,0
1746050752943,0,0,0,0,0,0,0,0,0,0,0,0
1746050752943,0,0,0,0,0,0,0,0,0,0,0,0
1746050752943,0,0,0,0,0,0,0,0,0,0,0,0
1746050752943,0,0,0,0,0,0,0,0,0,0,0,0
1746050752946,0,0,0,0,0,0,0,0,0,0,0,0
1746050752959,0,0,0,0,0,0,0,0,0,0,0,0
1746050752981,0,0,0,0,0,0,0,20,0,0,0,0
1746050753008,0,0,0,0,0,0,0,198,0,0,0,0
1746050753027,0,0,0,0,0,0,0,400,0,0,0,0
1746050753043,0,0,0,0,0,0,0,592,0,0,0,0
1746050753043,0,0,0,0,0,0,0,719,0,0,0,0
1746050753043,0,0,0,0,0,0,0,805,0,0,0,0
1746050753043,0,0,0,0,0,0,0,859,0,0,0,0
1746050753060,0,0,0,0,0,0,0,899,0,0,0,0
1746050753077,0,0,0,0,0,0,0,954,0,0,0,0
1746050753077,0,0,0,0,0,0,0,998,0,0,0,0
1746050753094,0,0,0,0,0,0,0,1023,0,0,0,0
1746050753110,0,0,0,0,0,0,0,1071,0,0,0,0
1746050753143,0,0,0,0,0,0,0,1072,0,0,0,0
1746050753143,0,0,0,0,0,0,0,1087,0,0,0,0
1746050753161,0,0,0,0,0,0,0,1091,0,0,0,0
1746050753161,0,0,0,0,0,0,0,1104,0,0,0,0
1746050753161,0,0,0,0,0,0,0,1123,0,0,0,0
1746050753176,0,0,0,0,0,0,0,1121,0,0,0,0
1746050753194,0,0,0,0,0,0,0,1129,0,0,0,0
1746050753210,0,0,0,0,0,0,0,1154,0,0,0,0
1746050753210,0,0,0,0,0,0,0,1158,0,0,0,0
1746050753227,0,0,0,0,0,0,0,1182,0,0,0,0
1746050753260,0,0,0,0,0,0,0,1166,0,0,0,0
1746050753277,0,0,0,0,0,0,0,1169,0,0,0,0
1746050753277,0,0,0,0,0,0,0,1174,0,0,0,0
1746050753277,0,0,0,0,0,0,0,1183,0,0,0,0
1746050753278,0,0,0,0,0,0,0,1207,0,0,0,0
1746050753311,0,0,0,0,0,0,0,1195,0,0,0,0
1746050753326,0,0,0,0,0,0,0,1205,0,0,0,0
1746050753326,0,0,0,0,0,0,0,1206,0,0,0,0
1746050753327,0,0,0,0,0,0,0,1213,0,0,0,0
1746050753343,0,0,0,0,0,0,0,1232,0,0,0,0
1746050753376,0,0,0,0,0,0,0,1215,0,0,0,0
