timestamp,value1,value2,value3,value4,value5
1744685868553,182,205,255,235,181
1744685868605,177,203,256,232,183
1744685868605,176,208,256,233,185
1744685868605,177,205,256,234,181
1744685868605,176,207,256,234,183
1744685868605,176,206,257,234,185
1744685868605,177,207,257,233,182
1744685868605,177,205,256,234,183
1744685868607,177,206,256,234,182
1744685868621,176,207,256,233,179
1744685868664,178,205,256,231,182
1744685868693,182,206,255,231,182
1744685868714,176,207,256,235,183
1744685868743,177,208,257,231,179
1744685868764,177,205,256,233,183
1744685868764,176,208,256,233,183
1744685868765,178,205,256,235,183
1744685868780,176,207,254,231,182
1744685868780,176,205,256,233,182
1744685868780,177,207,255,231,183
1744685868798,177,198,256,234,183
1744685868814,176,206,256,234,183
1744685868833,177,206,254,231,180
1744685868833,177,208,258,234,179
1744685868833,178,208,251,231,183
1744685868833,187,206,258,231,184
1744685868848,176,206,257,231,183
1744685868848,177,203,256,231,183
1744685868848,176,203,257,233,183
1744685868848,176,206,256,235,184
1744685868848,177,205,256,234,183
1744685868848,177,207,256,234,182
1744685868855,176,207,259,231,183
1744685868863,176,203,256,230,183
1744685868864,176,208,256,233,183
1744685868880,178,206,256,230,182
1744685868896,176,206,255,233,184
1744685868896,176,206,256,235,182
1744685868914,176,206,256,230,182
1744685868930,177,205,256,234,183
1744685868947,176,206,256,233,183
1744685868947,176,205,257,230,181
1744685868947,176,206,256,231,181
1744685868964,176,207,256,233,185
1744685868981,177,206,257,231,183
1744685868981,177,205,256,234,182
1744685868997,177,206,256,231,183
1744685868997,176,205,256,230,182
1744685869019,176,206,256,234,182
1744685869045,177,207,255,231,181
1744685869067,176,205,254,233,180
1744685869067,177,206,256,231,180
1744685869067,176,206,256,231,183
1744685869067,177,205,256,230,182
1744685869067,178,206,256,231,181
1744685869084,177,205,253,233,183
1744685869100,178,204,256,233,183
1744685869117,177,206,255,233,183
1744685869117,177,205,255,234,188
1744685869117,176,205,257,233,182
1744685869133,178,205,254,238,180
1744685869133,176,205,255,233,184
1744685869173,176,206,256,231,182
1744685869189,177,205,256,231,181
1744685869239,177,205,256,231,183
1744685869239,176,203,254,231,182
1744685869307,177,206,254,231,182
1744685869307,177,205,256,235,182
1744685869328,176,204,256,233,182
1744685869341,176,205,255,219,182
1744685869358,177,199,256,230,185
1744685869358,177,204,256,208,182
1744685869358,176,206,256,231,182
1744685869375,176,203,257,234,182
1744685869375,177,206,256,233,182
1744685869375,176,208,256,234,182
1744685869409,178,206,255,233,183
1744685869426,178,204,257,231,183
1744685869426,181,206,254,233,182
1744685869426,176,206,256,234,182
1744685869442,176,207,256,231,185
1744685869442,176,205,254,230,182
1744685869442,180,204,256,230,183
1744685869459,176,206,256,231,183
1744685869459,178,203,256,239,182
1744685869459,177,205,254,231,181
1744685869463,177,205,256,231,181
1744685869475,179,205,246,232,181
1744685869477,178,204,256,231,182
1744685869492,177,205,253,232,182
1744685869492,176,199,256,230,182
1744685869492,178,205,256,231,183
1744685869492,176,205,257,233,183
1744685869492,176,206,256,233,182
1744685869492,170,204,256,233,183
1744685869525,176,206,256,230,182
1744685869544,177,206,256,233,176
1744685869561,176,208,256,231,183
1744685869561,176,206,256,234,184
1744685869576,176,205,251,230,182
1744685869576,176,206,257,230,186
1744685869576,177,204,256,233,182
1744685869576,177,204,254,231,183
1744685869576,176,199,256,231,182
1744685869593,176,205,256,233,186
1744685869594,177,204,256,231,183
1744685869608,176,207,256,234,179
1744685869608,177,204,254,233,182
1744685869608,177,201,254,231,181
1744685869643,176,207,256,233,181
1744685869676,176,205,256,235,182
1744685869676,176,205,256,237,183
1744685869677,177,206,254,231,185
1744685869692,177,203,256,230,183
1744685869692,177,207,255,235,183
1744685869692,177,205,255,231,182
1744685869708,177,203,256,232,182
1744685869708,176,206,256,230,185
1744685869732,177,206,256,231,176
1744685869782,178,203,256,234,186
1744685869818,176,205,257,230,183
1744685869818,176,207,256,231,181
1744685869878,177,205,256,237,183
1744685869895,176,203,256,229,182
1744685869895,177,211,256,230,182
1744685869896,177,202,256,236,181
1744685869911,176,204,256,234,181
1744685869912,177,205,256,233,187
1744685869912,176,203,256,235,181
1744685869929,177,205,257,232,182
1744685869929,176,205,256,236,183
1744685869929,177,206,258,231,183
1744685869929,176,203,257,231,184
1744685869935,176,206,256,227,179
1744685869935,177,206,256,234,182
1744685869944,177,203,255,231,182
1744685869944,177,208,254,233,183
1744685869976,189,207,256,233,180
1744685870016,177,203,256,232,182
1744685870016,176,206,256,237,181
1744685870035,176,206,256,231,182
1744685870035,176,206,256,231,181
1744685870035,176,202,256,229,185
1744685870035,178,201,256,235,185
