timestamp_ms,sock_reading_1,sock_reading_2,sock_reading_3,sock_reading_4,sock_reading_5,value1,value2,value5,value4,value6,value7,value3
1.74E+12,-2.236165258,-2.345955829,-2.293687399,-1.932667346,-1.69334595,-0.952294675,-0.992438228,-0.691082436,-0.638847458,-0.731698134,-0.616180742,-0.815272127
1.74E+12,-2.24454556,-2.344992317,-2.294012565,-1.936991797,-1.685743405,-0.952289901,-0.982508639,-0.688581946,-0.638847458,-0.731668966,-0.616180742,-0.815272127
1.74E+12,-2.257283523,-2.348197645,-2.298967445,-1.94721121,-1.683589023,-0.952178783,-0.974250921,-0.685278513,-0.638847458,-0.731335206,-0.616180742,-0.815272127
1.74E+12,-2.273154239,-2.35456988,-2.307823185,-1.962223674,-1.685910565,-0.951857453,-0.967335928,-0.681523455,-0.638847458,-0.730473336,-0.616180742,-0.815272127
1.74E+12,-2.290779044,-2.362956346,-2.319607612,-1.98080759,-1.691527152,-0.95115483,-0.961753354,-0.677762866,-0.638847458,-0.728882384,-0.616180742,-0.815272127
1.74E+12,-2.308792159,-2.372201983,-2.333227086,-2.001736519,-1.699193151,-0.94979484,-0.957922544,-0.674278625,-0.638847458,-0.72635977,-0.616180742,-0.815272127
1.74E+12,-2.325985447,-2.381283946,-2.347587097,-2.023863386,-1.707722968,-0.947497619,-0.956173285,-0.671118233,-0.638847458,-0.722798542,-0.616180742,-0.815272127
1.74E+12,-2.341412086,-2.389414131,-2.361691746,-2.046166658,-1.716084312,-0.944224473,-0.956168506,-0.668264883,-0.638847458,-0.718431178,-0.616180742,-0.815272127
1.74E+12,-2.354441483,-2.396099794,-2.374710965,-2.0677605,-1.723455648,-0.940342424,-0.956872109,-0.66583799,-0.638847458,-0.71393189,-0.616180742,-0.815272127
1.74E+12,-2.3647681,-2.401160579,-2.386013772,-2.087878749,-1.729250553,-0.936510812,-0.957030464,-0.664088231,-0.638847458,-0.710181871,-0.616180742,-0.815272127
1.74E+12,-2.372383714,-2.40470641,-2.395173233,-2.105847137,-1.733116215,-0.933378008,-0.955727796,-0.663210537,-0.638847458,-0.707901653,-0.616180742,-0.815272127
1.74E+12,-2.377525589,-2.407084432,-2.401952743,-2.12105927,-1.73491531,-0.931339746,-0.952769451,-0.663219714,-0.638847458,-0.707418371,-0.616180742,-0.815272127
1.74E+12,-2.380612754,-2.408804944,-2.406283973,-2.132969461,-1.73469996,-0.930496261,-0.948825963,-0.664073763,-0.638847458,-0.708599154,-0.616180742,-0.815272127
1.74E+12,-2.382180102,-2.410456445,-2.408244946,-2.141110302,-1.732684247,-0.930776404,-0.945198875,-0.66596224,-0.638847458,-0.710948611,-0.616180742,-0.815272127
1.74E+12,-2.382816513,-2.412619343,-2.408043038,-2.145135745,-1.72921847,-0.932113657,-0.943214785,-0.669441545,-0.638847458,-0.713900969,-0.616180742,-0.815272127
1.74E+12,-2.383109587,-2.415786767,-2.406003331,-2.14488266,-1.724764825,-0.934514267,-0.943636696,-0.675158611,-0.638847458,-0.71711635,-0.616180742,-0.815272127
1.74E+12,-2.383596826,-2.420299701,-2.40255865,-2.140436809,-1.719871419,-0.937914032,-0.946518235,-0.683287601,-0.638847458,-0.720484915,-0.616180742,-0.815272127
1.74E+12,-2.384721816,-2.426302275,-2.398234786,-2.132184505,-1.715140054,-0.941949202,-0.951464689,-0.693156169,-0.638847458,-0.72387444,-0.616180742,-0.815272127
1.74E+12,-2.386794534,-2.43372137,-2.393623818,-2.120830667,-1.7111838,-0.945929884,-0.957895238,-0.703449514,-0.638847458,-0.726967521,-0.616180742,-0.815272127
1.74E+12,-2.389957237,-2.442272384,-2.389340659,-2.107368798,-1.708573157,-0.949124252,-0.965096091,-0.712859885,-0.638847458,-0.729377056,-0.616180742,-0.815272127
1.74E+12,-2.394160577,-2.451490065,-2.385963029,-2.09299839,-1.707774239,-0.951128042,-0.972263763,-0.720629298,-0.638847458,-0.730884501,-0.616180742,-0.815272127
1.74E+12,-2.399157171,-2.460780184,-2.383961686,-2.078998089,-1.709087581,-0.952020413,-0.978702376,-0.726605199,-0.638847458,-0.731563167,-0.616180742,-0.815272127
1.74E+12,-2.404520105,-2.46948549,-2.383633687,-2.066574847,-1.712599848,-0.952221934,-0.983976968,-0.730934709,-0.638847458,-0.73170896,-0.616180742,-0.815272127
1.74E+12,-2.409690779,-2.476958439,-2.385054094,-2.056716919,-1.718161045,-0.952192904,-0.987848435,-0.733757338,-0.638847458,-0.731655639,-0.616180742,-0.815272127
1.74E+12,-2.414054111,-2.482633636,-2.388059567,-2.050079864,-1.72539592,-0.952192297,-0.990177875,-0.73514464,-0.638847458,-0.73161136,-0.616180742,-0.815272127
1.74E+12,-2.417031403,-2.486093942,-2.392270901,-2.04692896,-1.733750758,-0.952246677,-0.990967289,-0.73529325,-0.638847458,-0.731620847,-0.616180742,-0.815272127
1.74E+12,-2.418175229,-2.487124967,-2.397152583,-2.047149574,-1.742568128,-0.952288441,-0.990377307,-0.734691158,-0.638847458,-0.731644243,-0.616180742,-0.815272127
1.74E+12,-2.417249133,-2.485752845,-2.402098669,-2.050322072,-1.751175555,-0.952287509,-0.988610756,-0.733953927,-0.638847458,-0.731649609,-0.616180742,-0.815272127
1.74E+12,-2.414277901,-2.482260091,-2.406528447,-2.055843681,-1.758972129,-0.952268632,-0.985863637,-0.733463999,-0.638847458,-0.731640962,-0.616180742,-0.815272127
1.74E+12,-2.409560023,-2.47717475,-2.40997384,-2.063069588,-1.765499799,-0.952260494,-0.982496518,-0.733247415,-0.638847458,-0.731634539,-0.616180742,-0.815272127
1.74E+12,-2.403640299,-2.471229648,-2.412143081,-2.071441805,-1.770491482,-0.952265537,-0.979192592,-0.733182652,-0.638847458,-0.731635671,-0.616180742,-0.815272127
1.74E+12,-2.397245709,-2.465291569,-2.412950771,-2.080577992,-1.773893416,-0.952271594,-0.976756763,-0.733210331,-0.638847458,-0.731639183,-0.616180742,-0.815272127
1.74E+12,-2.391191538,-2.460264714,-2.412511647,-2.090302857,-1.775862964,-0.952271983,-0.975640698,-0.7333291,-0.638847458,-0.731640246,-0.616180742,-0.815272127
1.74E+12,-2.386268674,-2.45697836,-2.411102762,-2.10061897,-1.776744869,-0.952269335,-0.975690538,-0.733496971,-0.638847458,-0.731639091,-0.616180742,-0.815272127
1.74E+12,-2.383127533,-2.456074328,-2.409104676,-2.111628069,-1.777029797,-0.952267956,-0.976367977,-0.733590094,-0.638847458,-0.731638071,-0.616180742,-0.815272127
1.74E+12,-2.382177981,-2.457913787,-2.406935356,-2.12342478,-1.777299783,-0.952268569,-0.977144771,-0.733436362,-0.638847458,-0.731638148,-0.616180742,-0.815272127
1.74E+12,-2.383525285,-2.462522924,-2.404990095,-2.135990325,-1.778166095,-0.952269488,-0.977708773,-0.73291915,-0.638847458,-0.731638658,-0.616180742,-0.815272127
1.74E+12,-2.386957519,-2.469591695,-2.403597242,-2.149113618,-1.780205435,-0.952269611,-0.977967541,-0.732112603,-0.638847458,-0.731638854,-0.616180742,-0.815272127
1.74E+12,-2.391990087,-2.47852946,-2.402993924,-2.162361404,-1.783899816,-0.952269235,-0.977982783,-0.731293598,-0.638847458,-0.731638704,-0.616180742,-0.815272127
1.74E+12,-2.397960423,-2.488568325,-2.403320221,-2.175108668,-1.789584387,-0.952269021,-0.97787513,-0.730749066,-0.638847458,-0.731638545,-0.616180742,-0.815272127
1.74E+12,-2.404154339,-2.498893209,-2.404626129,-2.186626762,-1.797407199,-0.952269117,-0.977724131,-0.730563506,-0.638847458,-0.731638543,-0.616180742,-0.815272127
1.74E+12,-2.409938618,-2.508771113,-2.406884337,-2.196211985,-1.807306133,-0.952269252,-0.977541418,-0.730605995,-0.638847458,-0.731638616,-0.616180742,-0.815272127
1.74E+12,-2.414873531,-2.517652705,-2.410003225,-2.203324939,-1.819009576,-0.952269219,-0.977339442,-0.730665617,-0.638847458,-0.73163865,-0.616180742,-0.815272127
1.74E+12,-2.418783824,-2.525226861,-2.413837204,-2.207705487,-1.832066324,-0.952269112,-0.977199877,-0.73054328,-0.638847458,-0.731638632,-0.616180742,-0.815272127
1.74E+12,-2.42177567,-2.531420761,-2.418194344,-2.20943249,-1.845905287,-0.952269158,-0.977236053,-0.730059177,-0.638847458,-0.731638607,-0.616180742,-0.815272127
1.74E+12,-2.424198209,-2.536351262,-2.422843119,-2.208911706,-1.859918295,-0.952269366,-0.977474857,-0.729069161,-0.638847458,-0.731638605,-0.616180742,-0.815272127
1.74E+12,-2.426559452,-2.540244285,-2.427520867,-2.206795057,-1.873552219,-0.952269403,-0.977789382,-0.727528911,-0.638847458,-0.731638615,-0.616180742,-0.815272127
1.74E+12,-2.429415137,-2.543345193,-2.431946168,-2.203853322,-1.886392466,-0.952268994,-0.977952845,-0.725556804,-0.638847458,-0.731638621,-0.616180742,-0.815272127
1.74E+12,-2.433253826,-2.545843396,-2.435836294,-2.200835721,-1.89822029,-0.952268548,-0.977760281,-0.723422032,-0.638847458,-0.731638619,-0.616180742,-0.815272127
1.74E+12,-2.438401,-2.547829039,-2.438929469,-2.198350207,-1.909031757,-0.952269006,-0.977134557,-0.721403784,-0.638847458,-0.731638615,-0.616180742,-0.815272127
1.74E+12,-2.444959484,-2.549290147,-2.441010192,-2.196788547,-1.919014686,-0.952270398,-0.976153564,-0.719582031,-0.638847458,-0.731638615,-0.616180742,-0.815272127
1.74E+12,-2.452794863,-2.550147615,-2.441934669,-2.196305221,-1.928488841,-0.95227076,-0.97495763,-0.717771436,-0.638847458,-0.731638616,-0.616180742,-0.815272127
1.74E+12,-2.461565289,-2.550315773,-2.441652857,-2.196844608,-1.937822131,-0.952268125,-0.973599495,-0.715724414,-0.638847458,-0.731638617,-0.616180742,-0.815272127
1.74E+12,-2.470787177,-2.549770402,-2.440223813,-2.198201153,-1.947340309,-0.952264793,-0.972000099,-0.713407956,-0.638847458,-0.731638617,-0.616180742,-0.815272127
1.74E+12,-2.47992275,-2.548605339,-2.437821904,-2.20009367,-1.957248459,-0.952267207,-0.97006856,-0.711061077,-0.638847458,-0.731638616,-0.616180742,-0.815272127
1.74E+12,-2.488472406,-2.547063087,-2.434732455,-2.202236673,-1.967579131,-0.952276689,-0.967845181,-0.709036117,-0.638847458,-0.731638616,-0.616180742,-0.815272127
1.74E+12,-2.496054378,-2.54553235,-2.431336249,-2.204396422,-1.978174969,-0.952280703,-0.965520363,-0.707623391,-0.638847458,-0.731638616,-0.616180742,-0.815272127
1.74E+12,-2.502456143,-2.544513241,-2.428082684,-2.206424547,-1.988705166,-0.952264274,-0.963334927,-0.706900782,-0.638847458,-0.731638618,-0.616180742,-0.815272127
1.74E+12,-2.507646693,-2.544556471,-2.425451516,-2.208265937,-1.998707558,-0.952240087,-0.961455487,-0.706591404,-0.638847458,-0.731638618,-0.616180742,-0.815272127
1.74E+12,-2.511745935,-2.54618504,-2.423903473,-2.20994004,-2.007643556,-0.952253684,-0.959926511,-0.706106659,-0.638847458,-0.731638615,-0.616180742,-0.815272127
1.74E+12,-2.514955922,-2.549806453,-2.423820917,-2.211496921,-2.014952104,-0.95232232,-0.958773528,-0.704886228,-0.638847458,-0.731638613,-0.616180742,-0.815272127
1.74E+12,-2.517466354,-2.555622272,-2.425441275,-2.212952614,-2.020091158,-0.952349081,-0.958200442,-0.702768448,-0.638847459,-0.731638616,-0.616180742,-0.815272127
1.74E+12,-2.51935187,-2.563541519,-2.428788066,-2.214212762,-2.022559561,-0.952117941,-0.958670917,-0.700054306,-0.638847459,-0.731638624,-0.616180742,-0.815272127
1.74E+12,-2.52047998,-2.573105969,-2.433606657,-2.214998258,-2.02189766,-0.951383285,-0.960729819,-0.69728296,-0.638847457,-0.731638625,-0.616180742,-0.815272127
1.74E+12,-2.520446107,-2.583438007,-2.439314053,-2.214789797,-2.017670256,-0.949921451,-0.964674336,-0.694959959,-0.638847456,-0.731638609,-0.616180742,-0.815272127
1.74E+12,-2.518547216,-2.5932238,-2.444973389,-2.212807884,-2.009439857,-0.94749855,-0.970331606,-0.693372808,-0.638847458,-0.73163859,-0.616180742,-0.815272127
1.74E+12,-2.513799202,-2.600744336,-2.44930378,-2.208040002,-1.996741072,-0.943969423,-0.977133885,-0.69252065,-0.638847462,-0.731638607,-0.616180742,-0.815272127
1.74E+12,-2.504996858,-2.603963576,-2.450734273,-2.199318214,-1.979068205,-0.939636147,-0.984488271,-0.692182218,-0.638847463,-0.731638663,-0.616180742,-0.815272127
1.74E+12,-2.490809897,-2.600676433,-2.447506583,-2.1854405,-1.955887339,-0.935405765,-0.992148664,-0.692067177,-0.638847453,-0.731638681,-0.616180742,-0.815272127
1.74E+12,-2.469905262,-2.588710367,-2.437825184,-2.165320423,-1.926681259,-0.93203233,-1.000130069,-0.691914621,-0.638847444,-0.731638579,-0.616180742,-0.815272127
1.74E+12,-2.441085287,-2.566164227,-2.420045652,-2.138144323,-1.891030098,-0.928696025,-1.008103418,-0.691520066,-0.638847454,-0.731638441,-0.616180742,-0.815272127
1.74E+12,-2.403432431,-2.531658207,-2.392883714,-2.103514216,-1.848722523,-0.92257196,-1.014998134,-0.690791259,-0.638847485,-0.731638525,-0.616180742,-0.815272127
1.74E+12,-2.356452091,-2.484561461,-2.355619515,-2.061556929,-1.799882819,-0.910650712,-1.019624197,-0.689779657,-0.638847493,-0.731638905,-0.616180742,-0.815272128
1.74E+12,-2.30020306,-2.425161349,-2.308265973,-2.012984288,-1.745090725,-0.892369592,-1.021973195,-0.688517278,-0.638847435,-0.731639092,-0.616180742,-0.815272127
1.74E+12,-2.235400472,-2.35474239,-2.251668953,-1.959093915,-1.685466212,-0.869662359,-1.023759453,-0.686776583,-0.63884736,-0.731638459,-0.616180743,-0.815272125
1.74E+12,-2.163470944,-2.275554153,-2.187512434,-1.901705289,-1.622692522,-0.843172392,-1.027343757,-0.684103619,-0.638847412,-0.731637444,-0.616180743,-0.815272125
1.74E+12,-2.086538016,-2.190663679,-2.118214346,-1.843031709,-1.558958497,-0.808190589,-1.033895916,-0.680129871,-0.638847623,-0.731637814,-0.616180742,-0.815272129
1.74E+12,-2.007321039,-2.103706024,-2.046717016,-1.785496739,-1.496815023,-0.755550916,-1.042341066,-0.674819028,-0.638847717,-0.731640351,-0.616180742,-0.815272133
1.74E+12,-1.928943447,-2.018562311,-1.976196531,-1.731513487,-1.43895741,-0.67812275,-1.049722223,-0.668577944,-0.638847356,-0.731642022,-0.616180742,-0.815272129
1.74E+12,-1.854664596,-1.93900543,-1.90973323,-1.683254801,-1.387961743,-0.577701436,-1.052639748,-0.662390339,-0.638846803,-0.731638205,-0.616180743,-0.815272116
1.74E+12,-1.787567984,-1.868358003,-1.849995752,-1.642448378,-1.346014458,-0.466844413,-1.049097246,-0.657732212,-0.63884704,-0.731630915,-0.616180743,-0.815272111
1.74E+12,-1.730251624,-1.80920544,-1.798990215,-1.610229447,-1.314677693,-0.364388059,-1.039672674,-0.655939536,-0.638848455,-0.731632014,-0.616180742,-0.815272135
1.74E+12,-1.684569692,-1.763199388,-1.757913536,-1.587073995,-1.294727361,-0.286937709,-1.026901095,-0.657514011,-0.638849324,-0.731648717,-0.61618074,-0.815272168
1.74E+12,-1.65146702,-1.730974374,-1.727128774,-1.572819798,-1.286087992,-0.24097253,-1.013208342,-0.662198847,-0.638847133,-0.73166259,-0.616180742,-0.815272149
1.74E+12,-1.630931507,-1.712184232,-1.706256057,-1.566765616,-1.287871805,-0.220984561,-0.999395484,-0.669622823,-0.638843141,-0.731640253,-0.616180746,-0.81527206
1.74E+12,-1.622068032,-1.705647178,-1.694351514,-1.567825483,-1.298513485,-0.215103077,-0.985154998,-0.679465252,-0.638843961,-0.731588801,-0.616180747,-0.815272014
