timestamp,value1,value2,value3,value4,value5,value6
1744681020583,0,461,0,0,0,0,0
1744681020583,0,461,0,0,0,0,0
1744681020583,0,451,0,0,0,0,0
1744681020604,0,452,0,0,0,0,0
1744681020604,0,451,0,0,0,0,0
1744681020636,0,448,0,0,0,0,0
1744681020636,0,441,0,0,0,0,0
1744681020636,0,443,0,0,0,0,0
1744681020669,0,445,0,0,0,0,0
1744681020688,0,445,0,0,0,0,0
1744681020688,0,443,0,0,0,0,0
1744681020688,0,439,0,0,0,0,0
1744681020738,0,427,0,0,0,0,0
1744681020738,0,419,0,0,0,0,0
1744681020738,0,423,0,0,0,0,0
1744681020738,0,426,0,0,0,0,0
1744681020738,0,427,0,0,0,0,0
1744681020773,0,427,0,0,0,0,0
1744681020791,0,426,0,0,0,0,0
1744681020824,0,426,0,0,0,0,0
1744681020840,0,418,0,0,0,0,0
1744681020857,0,412,0,0,0,0,0
1744681020857,0,403,0,0,0,0,0
1744681020857,0,403,0,0,0,0,0
1744681020874,0,400,0,0,0,0,0
1744681020874,0,399,0,0,0,0,0
1744681020874,0,400,0,0,0,0,0
1744681020874,0,398,0,0,0,0,0
1744681020889,0,399,0,0,0,0,0
1744681020889,0,398,0,0,0,0,0
1744681020889,0,395,0,0,0,0,0
1744681020908,0,391,0,0,0,0,0
1744681020908,0,389,0,0,0,0,0
1744681020924,0,388,0,0,0,0,0
1744681020957,0,388,0,0,0,0,0
1744681020962,0,387,0,0,0,0,0
1744681020965,0,384,0,0,0,0,0
1744681020991,0,384,0,0,0,0,0
1744681021007,0,384,0,0,0,0,0
1744681021007,0,382,0,0,0,0,0
1744681021007,0,379,0,0,0,0,0
1744681021007,0,377,0,0,0,0,0
1744681021041,0,377,0,0,0,0,0
1744681021041,0,379,0,0,0,0,0
1744681021041,0,375,0,0,0,0,0
1744681021057,0,374,0,0,0,0,0
1744681021059,0,373,0,0,0,0,0
1744681021073,0,366,0,0,0,0,0
1744681021109,0,355,0,0,0,0,0
1744681021109,0,351,0,0,0,0,0
1744681021127,0,352,0,0,0,0,0
1744681021185,0,349,0,0,0,0,0
1744681021185,0,351,0,0,0,0,0
1744681021189,0,352,0,0,0,0,0
1744681021190,0,349,0,0,0,0,0
1744681021209,0,349,0,0,0,0,0
1744681021209,0,342,0,0,0,0,0
1744681021209,0,337,0,0,0,0,0
1744681021226,0,336,0,0,0,0,0
1744681021226,0,338,0,0,0,0,0
1744681021226,0,341,0,0,0,0,0
1744681021227,0,339,0,0,0,0,0
1744681021242,0,338,0,0,0,0,0
1744681021260,0,336,0,0,0,0,0
1744681021260,0,338,0,0,0,0,0
1744681021276,0,341,0,0,0,0,0
1744681021301,0,338,0,0,0,0,0
1744681021321,0,345,0,0,0,0,0
1744681021321,0,346,0,0,0,0,0
1744681021341,0,350,0,0,0,0,0
1744681021341,0,351,0,0,0,0,0
1744681021341,0,355,0,0,0,0,0
1744681021361,0,356,0,0,0,0,0
1744681021361,0,357,0,0,0,0,0
1744681021394,0,358,0,0,0,0,0
1744681021394,0,359,0,0,0,0,0
1744681021394,0,361,0,0,0,0,0
1744681021411,0,363,0,0,0,0,0
1744681021411,0,367,0,0,0,0,0
1744681021427,0,368,0,0,0,0,0
1744681021444,0,368,0,0,0,0,0
1744681021448,0,371,0,0,0,0,0
1744681021462,0,373,0,0,0,0,0
1744681021493,0,377,0,0,0,0,0
1744681021529,0,379,0,0,0,0,0
1744681021544,0,384,0,0,0,0,0
1744681021561,0,384,0,0,0,0,0
1744681021578,0,384,0,0,0,0,0
1744681021578,0,384,0,0,0,0,0
1744681021578,0,383,0,0,0,0,0
1744681021593,0,383,0,0,0,0,0
1744681021593,0,383,0,0,0,0,0
1744681021593,0,384,0,0,0,0,0
1744681021610,0,385,0,0,0,0,0
1744681021610,0,384,0,0,0,0,0
1744681021610,0,386,0,0,0,0,0
1744681021626,0,386,0,0,0,0,0
1744681021626,0,386,0,0,0,0,0
1744681021643,0,390,0,0,0,0,0
1744681021643,0,390,0,0,0,0,0
1744681021660,0,390,0,0,0,0,0
1744681021677,0,393,0,0,0,0,0
1744681021701,0,391,0,0,0,0,0
1744681021722,0,391,0,0,0,0,0
1744681021736,0,392,0,0,0,0,0
1744681021740,0,391,0,0,0,0,0
1744681021758,0,389,0,0,0,0,0
1744681021758,0,384,0,0,0,0,0
1744681021758,0,383,0,0,0,0,0
1744681021775,0,381,0,0,0,0,0
1744681021775,0,379,0,0,0,0,0
1744681021775,0,371,0,0,0,0,0
1744681021795,0,361,0,0,0,0,0
1744681021811,0,343,0,0,0,0,0
1744681021825,0,333,0,0,0,0,0
1744681021844,0,311,0,0,0,0,0
1744681021844,0,295,0,0,0,0,0
1744681021869,0,272,0,0,0,0,0
1744681021895,0,261,0,0,0,0,0
