timestamp,value1,value2,value3,value4,value5,value6
1744681426852,875,1282,820,295,1001,1007,961
1744681426869,931,1196,839,307,1011,957,1049
1744681426869,985,1094,858,327,1017,899,1117
1744681426888,1054,978,871,336,1023,837,1185
1744681426906,1104,842,887,353,1017,773,1252
1744681426906,1168,719,899,371,1005,689,1308
1744681426920,1233,605,912,389,991,586,1360
1744681426922,1296,451,918,404,960,471,1406
1744681426971,1355,282,926,422,908,341,1446
1744681427023,1409,144,929,451,848,240,1483
1744681427059,1460,26,930,473,784,135,1520
1744681427059,1506,0,922,496,705,55,1567
1744681427059,1535,0,909,523,628,0,1599
1744681427059,1585,0,893,537,549,0,1635
1744681427059,1614,0,869,560,511,0,1663
1744681427059,1634,0,845,579,478,0,1690
1744681427059,1657,0,815,599,453,0,1715
1744681427059,1675,0,785,619,418,0,1734
1744681427077,1695,0,757,643,368,0,1755
1744681427077,1712,0,731,658,322,0,1777
1744681427077,1721,0,695,677,267,0,1791
1744681427077,1735,0,663,688,221,0,1806
1744681427096,1745,0,634,705,189,0,1811
1744681427109,1760,0,606,714,156,0,1820
1744681427109,1775,0,589,721,138,0,1827
1744681427126,1788,0,569,729,111,0,1837
1744681427144,1799,0,557,736,83,0,1840
1744681427144,1808,0,551,741,64,0,1841
1744681427159,1816,0,547,746,46,0,1845
1744681427177,1823,0,543,746,28,0,1849
1744681427177,1833,0,545,741,5,0,1847
1744681427193,1837,0,550,734,0,0,1841
1744681427209,1842,0,562,731,0,0,1830
1744681427209,1849,0,576,733,0,0,1814
1744681427226,1852,0,578,730,0,0,1795
1744681427244,1856,0,574,729,0,0,1774
1744681427244,1852,0,535,710,0,0,1743
1744681427259,1835,0,451,656,0,0,1707
1744681427279,1787,0,374,586,0,0,1653
1744681427279,1712,0,315,507,0,0,1569
1744681427293,1597,0,229,434,0,0,1427
1744681427310,1372,0,161,336,0,0,1264
1744681427310,1166,0,110,202,0,0,1022
1744681427368,944,41,96,33,0,0,714
1744681427389,532,83,81,0,0,0,402
1744681427389,86,112,63,0,0,0,125
1744681427389,0,137,65,0,0,0,0
1744681427389,48,139,82,0,0,0,55
1744681427404,87,135,95,0,0,0,69
1744681427404,82,138,97,0,0,0,68
1744681427404,80,138,109,0,0,0,71
1744681427422,80,140,112,0,0,0,83
1744681427422,85,140,110,0,0,0,94
1744681427438,97,139,101,0,0,0,106
1744681427438,99,135,99,0,0,0,102
1744681427473,99,140,92,0,0,0,103
1744681427473,102,139,86,0,0,0,105
1744681427488,102,128,83,0,0,0,103
1744681427488,100,118,80,0,0,0,105
1744681427503,95,123,74,0,0,0,101
1744681427521,96,125,74,0,0,0,95
1744681427521,91,129,79,0,0,0,98
1744681427539,97,129,81,0,0,0,93
1744681427539,103,134,83,0,0,0,93
1744681427554,104,137,86,0,0,0,92
1744681427573,110,137,91,0,0,0,96
1744681427573,109,129,95,0,0,0,100
1744681427588,112,128,98,0,0,0,106
1744681427605,113,125,101,0,0,0,111
1744681427605,112,125,106,0,0,0,111
1744681427621,118,116,110,0,0,0,111
1744681427638,119,112,111,0,0,0,117
1744681427640,117,110,112,0,0,0,122
1744681427671,117,104,110,0,0,0,128
1744681427671,123,98,112,0,0,0,134
1744681427688,128,97,109,0,0,0,139
1744681427707,122,100,110,0,0,0,144
1744681427737,133,101,112,0,0,0,145
1744681427755,131,101,114,0,0,0,146
1744681427771,134,102,118,0,0,0,146
1744681427771,133,96,124,0,0,0,147
1744681427771,134,98,128,0,0,0,147
1744681427771,140,103,129,0,0,0,146
1744681427771,145,107,138,0,0,0,144
1744681427788,163,112,144,0,0,0,144
1744681427788,170,119,153,0,0,0,140
1744681427805,178,124,160,0,0,0,134
1744681427805,181,128,169,0,0,0,128
1744681427822,189,125,176,0,0,0,122
1744681427838,195,129,176,0,0,0,121
1744681427838,202,127,182,0,0,0,112
1744681427854,207,135,183,0,0,0,97
1744681427873,207,132,187,0,0,4,80
1744681427873,207,207,184,0,0,33,59
1744681427888,80,548,199,0,0,173,0
1744681427904,5,931,215,0,0,293,0
1744681427904,10,1371,223,0,0,356,0
1744681427921,13,1726,270,23,80,427,0
1744681427938,0,1901,320,67,386,588,0
1744681427938,0,1999,395,97,560,802,0
1744681427954,0,2037,442,112,643,970,0
1744681427971,0,2031,462,87,670,1101,0
1744681427971,0,1999,498,85,658,1210,0
1744681427988,9,1956,595,126,657,1292,0
1744681428004,114,1923,656,167,688,1317,0
1744681428011,214,1888,720,207,732,1325,0
1744681428011,293,1861,738,240,794,1301,117
1744681428038,339,1834,752,265,848,1264,220
1744681428038,375,1806,765,269,894,1229,321
1744681428054,432,1772,777,275,912,1198,381
1744681428086,479,1728,785,288,913,1171,464
1744681428123,508,1680,800,298,923,1149,547
1744681428123,530,1631,813,295,926,1123,623
1744681428123,583,1594,825,295,935,1084,709
1744681428123,640,1554,837,304,958,1040,794
1744681428123,691,1507,849,308,971,1023,878
1744681428133,733,1476,862,324,993,1003,935
1744681428153,775,1442,871,323,1003,981,989
1744681428153,822,1408,880,336,1005,957,1038
1744681428155,871,1375,898,348,1021,944,1072
1744681428168,912,1333,916,355,1035,935,1107
1744681428186,958,1285,932,368,1041,915,1136
1744681428200,1008,1214,949,379,1043,896,1159
1744681428200,1066,1127,969,395,1040,858,1195
1744681428218,1105,1003,983,414,1023,808,1223
1744681428235,1158,856,995,444,1005,741,1258
1744681428236,1200,723,997,464,975,679,1281
1744681428251,1253,592,1008,481,951,615,1303
1744681428267,1296,475,1014,498,923,554,1328
1744681428267,1335,427,1021,511,898,506,1345
1744681428286,1368,379,1032,539,880,467,1360
1744681428319,1393,353,1040,553,882,448,1373
1744681428319,1422,331,1045,557,859,432,1386
1744681428350,1449,275,1051,560,843,394,1402
1744681428351,1472,228,1053,567,835,359,1415
1744681428371,1493,187,1053,571,810,304,1431
1744681428371,1519,134,1055,567,775,253,1446
1744681428371,1535,85,1052,560,752,218,1456
1744681428382,1562,52,1056,562,725,171,1468
1744681428382,1581,16,1052,560,693,118,1478
1744681428400,1606,0,1047,567,668,80,1497
1744681428400,1621,0,1040,564,642,39,1515
1744681428417,1642,0,1023,571,607,0,1530
1744681428450,1663,0,1008,582,580,0,1535
1744681428468,1681,0,995,578,559,0,1575
1744681428502,1703,0,990,595,523,0,1597
1744681428502,1722,0,987,621,503,0,1616
1744681428502,1739,0,987,626,483,0,1634
1744681428517,1753,0,983,642,462,0,1650
1744681428517,1765,0,988,658,454,0,1663
1744681428517,1775,0,986,688,438,0,1680
1744681428517,1776,0,978,711,423,0,1696
1744681428517,1777,0,960,725,401,0,1712
1744681428534,1782,0,945,747,382,0,1722
1744681428551,1789,0,923,759,362,0,1735
1744681428564,1791,0,909,769,340,0,1743
1744681428564,1791,0,889,771,325,0,1750
1744681428585,1793,0,869,775,294,0,1757
1744681428585,1792,0,840,775,272,0,1761
1744681428601,1793,0,818,772,262,0,1762
1744681428618,1795,0,802,774,242,0,1766
1744681428618,1793,0,787,773,231,0,1771
1744681428633,1792,0,770,771,209,0,1765
1744681428651,1793,0,747,764,177,0,1759
1744681428651,1783,0,685,746,139,0,1744
1744681428667,1772,0,637,710,100,0,1717
1744681428684,1749,0,599,673,70,0,1680
1744681428684,1728,0,566,619,23,0,1631
1744681428702,1697,0,530,571,0,0,1567
1744681428717,1650,0,484,511,0,0,1488
1744681428717,1593,0,447,451,0,0,1407
1744681428749,1519,0,416,387,0,0,1304
1744681428749,1439,5,383,317,0,0,1169
1744681428780,1333,17,342,251,0,0,1008
1744681428780,1201,48,299,145,0,0,831
1744681428832,1023,73,263,66,0,0,643
1744681428858,821,96,239,13,0,0,421
1744681428877,580,128,217,0,0,0,239
1744681428877,336,141,201,0,0,0,125
1744681428877,195,157,170,0,0,0,48
1744681428877,112,176,144,0,0,0,27
1744681428877,70,187,114,0,0,0,16
1744681428877,109,192,124,0,0,0,44
1744681428877,125,192,128,0,0,0,61
1744681428895,143,192,123,0,0,0,74
1744681428895,142,192,119,0,0,0,81
1744681428895,145,198,123,0,0,0,90
1744681428910,144,198,117,0,0,0,91
1744681428927,149,203,125,0,0,0,99
1744681428962,146,201,125,0,0,0,110
1744681428962,156,191,121,0,0,0,117
1744681428962,145,163,116,0,0,0,128
1744681428962,138,163,111,0,0,0,135
1744681428978,128,144,103,0,0,0,142
1744681428994,129,137,94,0,0,0,147
1744681428994,135,131,82,0,0,0,144
1744681429010,142,131,86,0,0,0,135
1744681429028,144,135,92,0,0,0,144
1744681429028,153,142,101,0,0,0,146
1744681429043,151,145,101,0,0,0,144
1744681429060,145,138,103,0,0,0,141
1744681429060,146,130,103,0,0,0,143
1744681429077,148,139,110,0,0,0,143
1744681429077,151,134,112,0,0,0,144
1744681429095,161,133,112,0,0,0,144
1744681429110,171,139,112,0,0,0,144
1744681429128,172,133,113,0,0,0,146
1744681429128,176,135,115,0,0,0,150
1744681429144,177,122,117,0,0,0,153
1744681429145,176,128,120,0,0,0,156
1744681429177,176,128,117,0,0,0,158
1744681429211,174,123,115,0,0,0,160
1744681429227,170,122,112,0,0,0,155
1744681429227,164,115,105,0,0,0,157
1744681429227,162,124,103,0,0,0,158
1744681429227,171,123,105,0,0,0,160
1744681429227,176,124,110,0,0,0,161
1744681429244,183,125,112,0,0,0,161
1744681429244,183,123,112,0,0,0,162
1744681429260,187,117,116,0,0,0,165
1744681429278,192,117,118,0,0,0,162
1744681429278,191,118,122,0,0,0,161
1744681429295,186,119,127,0,0,0,160
1744681429310,187,121,126,0,0,0,162
1744681429310,188,123,124,0,0,0,166
1744681429329,191,123,125,0,0,0,164
1744681429345,192,124,123,0,0,0,166
1744681429345,192,128,127,0,0,0,165
1744681429360,194,128,126,0,0,0,170
1744681429378,194,130,128,0,0,0,173
1744681429378,201,124,129,0,0,0,175
1744681429397,199,123,129,0,0,0,176
1744681429399,202,131,128,0,0,0,178
1744681429412,201,134,130,0,0,0,178
1744681429428,207,133,129,0,0,0,178
1744681429444,208,133,130,0,0,0,178
1744681429444,208,139,132,0,0,0,179
1744681429460,208,134,135,0,0,0,178
1744681429479,210,141,135,0,0,0,179
1744681429479,208,143,138,0,0,0,180
1744681429493,211,144,139,0,0,0,176
1744681429514,215,146,141,0,0,0,178
1744681429514,219,151,141,0,0,0,176
1744681429543,221,155,143,0,0,0,176
1744681429561,225,147,144,0,0,0,176
1744681429593,229,147,144,0,0,0,176
1744681429629,233,144,145,0,0,0,176
1744681429644,232,142,148,0,0,0,176
1744681429660,233,132,151,0,0,0,176
1744681429673,236,135,149,0,0,0,176
1744681429679,237,128,151,0,0,0,165
1744681429710,238,131,154,0,0,0,148
1744681429710,240,128,157,0,0,0,131
1744681429710,237,223,158,0,0,0,116
1744681429710,157,411,164,0,0,48,21
1744681429710,79,553,161,0,0,122,0
1744681429720,85,771,154,0,0,208,0
1744681429720,80,1032,172,0,0,258,0
1744681429720,58,1248,173,0,0,293,0
1744681429720,14,1391,177,0,10,304,0
1744681429732,0,1509,192,0,83,345,0
1744681429732,0,1605,224,0,205,420,0
1744681429732,0,1683,271,0,303,490,0
1744681429752,0,1744,304,0,378,582,0
1744681429752,0,1783,336,0,432,643,0
1744681429768,0,1807,355,0,452,696,0
1744681429784,0,1820,368,0,471,753,0
1744681429784,0,1826,381,0,497,805,0
1744681429803,0,1831,380,0,510,831,0
1744681429818,0,1837,381,0,511,857,0
1744681429818,16,1837,383,0,533,890,0
1744681429834,35,1840,386,0,550,928,0
1744681429853,54,1840,390,0,561,946,0
1744681429853,65,1838,400,0,578,979,0
1744681429870,90,1838,414,0,602,1007,0
1744681429884,141,1837,435,0,640,1023,0
1744681429884,183,1838,464,0,672,1051,39
1744681429918,234,1835,489,0,699,1072,94
1744681429937,279,1831,503,0,724,1077,144
1744681429969,320,1825,542,0,745,1084,199
1744681429970,349,1815,560,0,765,1095,246
1744681429987,373,1811,583,0,787,1112,290
1744681429987,402,1803,613,0,815,1120,325
1744681429987,441,1792,639,0,832,1126,359
1744681429987,462,1778,663,0,855,1127,395
1744681429987,497,1762,688,16,883,1133,430
1744681430006,531,1745,718,41,910,1133,466
1744681430006,560,1728,750,72,931,1127,511
1744681430020,605,1696,779,105,953,1130,592
1744681430038,656,1662,814,147,976,1124,665
1744681430038,710,1616,853,201,1001,1114,735
1744681430052,772,1575,891,253,1023,1101,810
1744681430070,823,1520,926,297,1045,1072,894
1744681430072,888,1456,959,313,1059,1040,970
1744681430087,959,1359,979,335,1070,989,1062
1744681430104,1048,1243,1011,351,1073,931,1141
1744681430104,1136,1104,1040,373,1072,857,1217
