timestamp,value1,value2,value3,value4,value5,value6
1744681467960,1040,1483,802,291,814,960,619
1744681467977,1052,1483,811,293,816,965,624
1744681468009,1059,1482,819,292,821,973,634
1744681468025,1070,1485,830,301,830,979,640
1744681468025,1074,1485,835,306,834,989,643
1744681468025,1085,1487,844,309,843,995,642
1744681468042,1088,1489,853,313,847,1005,646
1744681468042,1090,1491,864,320,848,1008,650
1744681468042,1094,1491,870,327,857,1022,653
1744681468042,1102,1493,880,334,861,1023,650
1744681468042,1111,1491,887,340,870,1038,649
1744681468042,1122,1490,892,345,867,1040,651
1744681468056,1135,1491,905,342,871,1040,651
1744681468056,1140,1485,906,346,878,1043,650
1744681468061,1149,1488,912,341,880,1046,654
1744681468092,1159,1488,915,339,881,1049,655
1744681468092,1163,1484,921,339,880,1053,656
1744681468113,1168,1485,925,347,882,1052,656
1744681468113,1174,1484,930,346,882,1054,656
1744681468126,1175,1482,933,350,887,1054,657
1744681468144,1183,1481,937,351,892,1058,656
1744681468177,1187,1477,941,351,891,1057,659
1744681468177,1199,1474,944,352,893,1058,661
1744681468177,1210,1470,944,346,894,1051,667
1744681468177,1229,1459,943,339,895,1043,686
1744681468224,1246,1454,942,338,900,1038,712
1744681468224,1267,1441,942,336,902,1022,723
1744681468224,1294,1435,943,333,904,1008,742
1744681468224,1314,1418,942,341,910,1001,757
1744681468252,1338,1403,942,341,909,990,774
1744681468260,1361,1384,944,350,911,982,784
1744681468313,1389,1369,944,351,911,974,785
1744681468331,1408,1355,945,353,911,969,800
1744681468351,1425,1335,946,362,912,959,816
1744681468382,1449,1313,945,363,912,945,838
1744681468382,1475,1291,944,365,912,927,864
1744681468382,1504,1265,938,365,903,902,880
1744681468385,1529,1232,933,364,899,889,905
1744681468399,1535,1206,929,363,896,878,919
1744681468399,1565,1181,928,364,895,864,937
1744681468399,1583,1158,930,367,896,855,941
1744681468424,1593,1139,933,373,893,855,944
1744681468425,1599,1131,942,378,893,862,944
1744681468425,1601,1123,951,383,893,864,941
1744681468425,1600,1120,951,389,901,874,938
1744681468433,1598,1123,954,389,910,880,938
1744681468433,1594,1133,960,394,912,886,933
1744681468435,1585,1142,966,391,914,895,931
1744681468439,1574,1152,973,402,925,905,930
1744681468456,1535,1166,977,413,937,914,931
1744681468463,1523,1175,982,423,944,929,929
1744681468495,1504,1193,991,432,954,939,930
1744681468498,1488,1203,994,433,960,947,931
1744681468506,1471,1216,1002,437,963,960,928
1744681468506,1453,1229,1005,433,971,972,921
1744681468522,1433,1244,1008,432,975,979,911
1744681468538,1410,1257,1014,435,976,992,901
1744681468571,1392,1263,1021,447,977,1005,897
1744681468571,1365,1268,1033,456,981,1022,901
1744681468571,1333,1277,1040,464,981,1040,902
1744681468571,1299,1286,1046,486,983,1055,902
1744681468606,1267,1296,1052,498,986,1072,893
1744681468606,1243,1309,1059,526,991,1086,891
1744681468606,1217,1325,1070,541,993,1099,890
1744681468622,1197,1335,1074,554,997,1113,887
1744681468657,1181,1354,1085,563,1003,1133,889
1744681468657,1163,1363,1090,576,1004,1146,888
1744681468694,1143,1374,1097,578,1002,1154,880
1744681468711,1129,1382,1104,587,1001,1163,875
1744681468744,1109,1388,1105,590,997,1170,864
1744681468761,1099,1392,1111,589,993,1173,849
1744681468761,1093,1393,1115,592,988,1179,834
1744681468761,1086,1395,1111,593,981,1180,819
1744681468763,1081,1402,1118,598,979,1182,813
1744681468776,1073,1402,1118,598,976,1185,794
1744681468776,1067,1407,1121,603,972,1186,775
1744681468778,1061,1408,1119,607,966,1186,759
1744681468792,1052,1409,1113,605,965,1185,749
1744681468792,1057,1413,1117,606,966,1187,736
1744681468794,1054,1418,1114,607,970,1190,727
1744681468809,1056,1424,1111,606,976,1190,720
1744681468809,1053,1429,1109,605,976,1199,705
1744681468839,1051,1440,1109,599,982,1195,690
1744681468839,1042,1453,1106,594,986,1199,678
1744681468839,1040,1457,1105,592,991,1200,662
1744681468850,1039,1467,1104,592,998,1200,652
1744681468854,1034,1473,1102,585,1004,1201,637
1744681468872,1023,1483,1100,578,1004,1200,625
1744681468889,1019,1488,1097,569,1007,1203,622
1744681468908,1011,1494,1091,559,1008,1209,611
1744681468924,1001,1503,1088,547,1011,1207,599
1744681468924,989,1510,1084,541,1009,1205,587
1744681468940,969,1518,1072,528,1010,1206,569
1744681468940,950,1528,1068,510,1009,1205,541
1744681468940,919,1535,1054,495,1008,1209,507
1744681468956,891,1555,1040,475,1003,1207,479
1744681468973,848,1571,1022,461,991,1209,445
1744681468989,814,1587,1008,434,978,1204,402
1744681469006,770,1601,989,404,972,1203,365
1744681469006,738,1614,972,380,963,1200,339
1744681469023,697,1627,953,350,953,1200,310
1744681469023,662,1643,930,318,949,1200,282
1744681469056,631,1654,911,289,945,1198,271
1744681469098,610,1666,892,271,943,1193,263
1744681469117,590,1679,873,251,935,1186,256
1744681469129,575,1691,855,235,944,1181,246
1744681469129,560,1699,838,215,935,1174,240
1744681469129,547,1711,817,204,944,1168,240
1744681469143,535,1717,801,187,954,1159,243
1744681469152,527,1723,784,171,955,1150,247
1744681469152,528,1729,768,155,965,1138,257
1744681469167,509,1735,753,143,975,1135,262
1744681469167,506,1742,739,128,977,1122,272
1744681469167,508,1744,733,129,988,1117,284
1744681469185,511,1744,723,125,1001,1106,294
1744681469203,527,1751,720,122,1013,1104,304
1744681469218,528,1755,714,116,1023,1094,318
1744681469218,535,1751,706,113,1033,1078,329
1744681469218,547,1750,704,112,1046,1063,349
1744681469234,569,1741,702,114,1055,1047,369
1744681469234,590,1731,695,117,1072,1023,384
1744681469250,608,1712,682,112,1051,983,399
1744681469253,615,1677,653,98,1021,921,412
1744681469267,623,1626,602,77,963,827,416
1744681469274,617,1535,547,51,897,713,411
1744681469303,605,1453,483,42,820,545,410
1744681469317,582,1312,437,30,714,368,414
1744681469317,537,1121,380,16,590,196,417
1744681469317,454,829,298,0,395,0,384
1744681469335,336,454,223,0,194,0,352
1744681469349,197,176,186,0,0,0,267
1744681469360,75,86,160,0,0,0,166
1744681469360,0,120,144,0,0,0,64
1744681469396,0,118,131,0,0,0,0
1744681469417,0,112,119,0,0,0,0
1744681469447,0,133,112,0,0,0,0
1744681469478,0,143,106,0,0,0,0
1744681469495,0,147,106,0,0,0,0
1744681469495,0,157,105,0,0,0,0
1744681469495,0,162,105,0,0,0,0
1744681469516,0,149,109,0,0,0,0
1744681469516,0,146,112,0,0,0,0
1744681469516,9,149,113,0,0,0,0
1744681469516,3,147,115,0,0,0,0
1744681469529,1,150,122,0,0,0,0
1744681469529,2,162,121,0,0,0,0
1744681469529,5,146,125,0,0,0,0
1744681469545,0,152,122,0,0,0,0
1744681469545,3,155,119,0,0,0,0
1744681469545,15,159,116,0,0,0,4
1744681469597,16,165,113,0,0,0,16
1744681469597,17,159,112,0,0,0,16
1744681469614,27,151,107,0,0,0,23
1744681469614,35,146,104,0,0,0,27
1744681469615,41,144,105,0,0,0,30
1744681469621,36,139,107,0,0,0,32
1744681469621,27,126,110,0,0,0,42
1744681469656,16,127,110,0,0,0,45
1744681469681,16,125,111,0,0,0,43
1744681469681,17,117,114,0,0,0,44
1744681469681,28,114,115,0,0,0,46
1744681469681,37,116,115,0,0,0,48
1744681469700,41,122,115,0,0,0,45
1744681469700,49,126,116,0,0,0,48
1744681469718,53,130,112,0,0,0,47
1744681469734,48,128,112,0,0,0,47
1744681469734,64,125,113,0,0,0,48
1744681469751,66,127,115,0,0,0,51
1744681469767,65,129,114,0,0,0,55
1744681469786,64,128,117,0,0,0,57
1744681469816,73,123,116,0,0,0,63
1744681469850,75,126,115,0,0,0,64
1744681469869,80,113,116,0,0,0,69
1744681469901,80,113,117,0,0,0,68
1744681469919,80,112,117,0,0,0,73
1744681469919,76,113,121,0,0,0,77
1744681469935,80,107,122,0,0,0,80
1744681469935,80,102,119,0,0,0,80
1744681469935,80,91,119,0,0,0,80
1744681469937,85,89,125,0,0,0,85
1744681469950,85,91,123,0,0,0,89
1744681469950,80,95,123,0,0,0,90
1744681469959,80,96,126,0,0,0,89
1744681469959,71,98,126,0,0,0,87
1744681469977,80,99,128,0,0,0,90
1744681469977,80,101,130,0,0,0,91
1744681469977,87,112,131,0,0,0,89
1744681469977,91,112,131,0,0,0,87
1744681469998,95,114,134,0,0,0,90
1744681469998,97,113,135,0,0,0,89
1744681469998,98,113,140,0,0,0,94
1744681470013,96,112,142,0,0,0,94
1744681470029,95,112,143,0,0,0,98
1744681470031,90,112,143,0,0,0,97
1744681470047,95,112,144,0,0,0,97
1744681470063,94,114,145,0,0,0,98
1744681470063,97,112,147,0,0,0,98
1744681470079,94,115,147,0,0,0,81
1744681470098,94,118,151,0,0,0,84
1744681470116,102,118,154,0,0,0,80
1744681470116,107,118,158,0,0,0,79
1744681470116,111,121,157,0,0,0,81
1744681470157,112,116,161,0,0,0,80
1744681470180,112,118,165,0,0,0,82
1744681470213,113,130,167,0,0,0,80
1744681470222,112,129,172,0,0,0,80
1744681470224,108,137,170,0,0,0,80
1744681470229,64,381,167,0,0,0,14
1744681470230,49,655,170,0,1,0,0
1744681470249,0,878,164,0,0,164,0
1744681470249,0,1209,167,0,16,218,0
1744681470249,16,1424,179,0,143,240,0
1744681470249,0,1565,208,0,260,291,0
1744681470264,0,0,245,0,369,387,0
1744681470264,0,0,301,0,441,496,0
1744681470281,0,0,334,0,474,610,0
1744681470281,0,0,356,0,491,0,0
1744681470318,5,0,373,0,475,784,0
1744681470318,21,0,387,0,471,863,0
1744681470319,20,1799,415,0,477,0,0
1744681470337,69,1818,452,0,538,0,0
1744681470353,71,1834,466,0,564,0,0
1744681470353,107,1847,468,0,592,994,0
1744681470370,108,1854,465,0,613,993,0
1744681470370,114,1857,462,0,624,997,0
1744681470390,108,1863,464,0,624,1004,0
1744681470401,117,1866,464,4,618,0,0
1744681470420,123,1867,467,13,611,1037,0
1744681470420,138,1870,476,16,597,1050,0
1744681470436,156,1866,486,21,607,1064,0
1744681470453,187,1861,497,29,619,1076,0
1744681470453,211,1856,525,39,640,1089,0
1744681470487,239,1856,547,48,657,1105,0
1744681470503,269,1853,575,64,681,1122,0
1744681470524,286,1845,608,76,698,1140,43
1744681470555,310,1840,640,95,720,1163,81
1744681470587,338,1824,676,118,732,1184,145
1744681470587,373,1807,722,170,754,1209,203
1744681470587,414,1786,769,214,787,1227,265
1744681470587,438,1758,817,247,825,1235,325
1744681470587,480,1728,858,280,862,1245,374
1744681470604,511,1693,895,306,889,1246,417
1744681470604,575,1654,919,323,929,1243,480
1744681470604,622,1612,951,347,953,1232,557
1744681470607,687,1563,979,361,979,1220,638
1744681470620,769,1493,1011,388,1007,1200,725
1744681470628,859,1408,1040,415,1021,1168,806
1744681470628,946,1329,1059,449,1035,1126,879
1744681470654,1040,1232,1074,480,1041,1088,956
1744681470654,1106,1145,1088,497,1047,1053,1018
1744681470670,1168,1068,1104,524,1055,1012,1078
1744681470670,1210,979,1111,543,1050,976,1119
1744681470687,1249,921,1117,561,1046,947,1152
1744681470698,1283,839,1132,575,1037,912,1177
1744681470704,1314,769,1136,589,1020,879,1206
1744681470754,1338,720,1144,609,1015,844,1232
1744681470774,1364,670,1146,626,1001,814,1253
1744681470774,1385,622,1151,628,991,777,1267
1744681470790,1406,589,1153,644,968,727,1289
1744681470790,1424,557,1153,650,954,666,1302
1744681470790,1440,492,1156,658,939,605,1327
1744681470805,1457,475,1153,676,923,554,1341
1744681470805,1473,406,1153,687,912,476,1360
1744681470805,1495,337,1151,691,900,402,1387
1744681470827,1520,268,1152,707,869,334,1410
1744681470827,1535,192,1148,713,848,257,1438
1744681470842,1558,145,1143,723,833,203,1459
1744681470899,1581,87,1135,742,804,145,1489
1744681470919,1605,48,1120,755,759,85,1518
1744681470952,1626,17,1110,767,729,47,1535
1744681470967,1648,0,1103,784,700,0,1574
1744681470969,1663,0,1086,791,643,0,1591
1744681470985,1680,0,1069,803,582,0,1611
1744681470985,1696,0,1051,815,544,0,1630
1744681471003,1712,0,1021,822,499,0,1648
1744681471003,1722,0,991,836,487,0,1664
1744681471003,1734,0,959,839,454,0,1676
1744681471003,1744,0,929,849,428,0,1682
1744681471003,1754,0,907,853,402,0,1689
1744681471020,1764,0,874,861,368,0,1695
1744681471034,1774,0,844,865,318,0,1698
1744681471034,1776,0,801,866,276,0,1694
1744681471034,1777,0,750,859,225,0,1680
1744681471053,1777,0,685,845,176,0,1653
1744681471053,1776,0,618,819,126,0,1625
1744681471055,1766,0,555,779,59,0,1584
1744681471055,1746,0,479,702,0,0,1520
1744681471070,1716,0,422,601,0,0,1438
1744681471087,1680,0,357,490,0,0,1350
1744681471087,1634,15,295,375,0,0,1265
1744681471121,1566,16,241,273,0,0,1157
1744681471137,1441,34,191,191,0,0,1016
1744681471137,1289,61,163,111,0,0,853
1744681471140,1088,72,140,52,0,0,669
1744681471152,885,90,117,16,0,0,476
1744681471152,650,110,103,0,0,0,326
1744681471169,352,113,98,0,0,0,216
1744681471186,116,133,82,0,0,0,119
1744681471186,0,141,75,0,0,0,47
1744681471203,0,144,75,0,0,0,0
1744681471220,0,159,80,0,0,0,0
1744681471238,0,166,92,0,0,0,10
1744681471238,10,162,106,0,0,0,23
1744681471270,16,165,109,0,0,0,34
1744681471286,29,171,112,0,0,0,37
1744681471320,29,175,111,0,0,0,47
1744681471320,35,176,105,0,0,0,52
1744681471335,48,178,97,0,0,0,58
1744681471335,55,178,84,0,0,0,64
1744681471335,64,179,86,0,0,0,71
1744681471335,64,177,85,0,0,0,78
1744681471335,75,175,81,0,0,0,80
1744681471352,77,173,80,0,0,0,84
1744681471383,78,164,84,0,0,0,84
1744681471383,81,149,87,0,0,0,91
1744681471393,89,142,86,0,0,0,95
1744681471424,91,140,93,0,0,0,93
1744681471424,92,133,94,0,0,0,90
1744681471424,96,133,94,0,0,0,87
1744681471424,103,131,89,0,0,0,91
1744681471449,110,128,97,0,0,0,86
1744681471469,112,125,101,0,0,0,87
1744681471469,113,118,103,0,0,0,82
1744681471482,121,114,106,0,0,0,83
1744681471484,126,128,106,0,0,0,80
1744681471492,128,128,112,0,0,0,83
1744681471511,128,121,110,0,0,0,81
1744681471511,137,129,111,0,0,0,84
1744681471518,140,126,109,0,0,0,93
1744681471527,144,119,108,0,0,0,93
1744681471545,144,121,112,0,0,0,92
1744681471557,142,124,112,0,0,0,87
1744681471576,141,124,112,0,0,0,82
1744681471576,135,125,114,0,0,0,81
1744681471598,140,118,115,0,0,0,80
1744681471638,142,126,115,0,0,0,81
1744681471681,144,127,118,0,0,0,82
1744681471691,146,128,121,0,0,0,88
1744681471691,147,124,128,0,0,0,89
1744681471691,149,124,128,0,0,0,93
1744681471707,151,124,129,0,0,0,94
1744681471707,158,125,130,0,0,0,95
1744681471707,158,128,134,0,0,0,98
1744681471707,160,126,133,0,0,0,97
1744681471724,159,133,135,0,0,0,95
1744681471724,162,134,139,0,0,0,87
1744681471724,161,139,142,0,0,0,80
1744681471727,160,141,144,0,0,0,81
1744681471767,161,144,145,0,0,0,85
1744681471767,164,146,153,0,0,0,80
1744681471776,166,151,155,0,0,0,74
1744681471779,166,153,155,0,0,0,65
1744681471803,173,152,163,0,0,0,62
1744681471803,171,146,167,0,0,0,61
1744681471803,177,145,171,0,0,0,57
1744681471828,181,144,174,0,0,0,55
1744681471832,187,144,176,0,0,0,48
1744681471851,191,150,176,0,0,0,39
1744681471851,190,159,176,0,0,0,33
1744681471864,190,143,179,0,0,0,17
1744681471882,179,139,179,0,0,0,4
1744681471899,80,407,180,0,0,0,0
1744681471899,30,703,187,0,0,0,0
1744681471932,0,996,187,0,0,0,0
1744681471932,0,1328,193,0,0,0,0
1744681471932,0,1535,203,0,128,0,0
1744681471948,0,1680,230,11,263,0,0
1744681471948,0,1815,273,45,365,0,0
1744681471968,0,1895,320,64,459,0,0
1744681471988,0,1934,359,64,497,641,0
1744681472033,0,1949,381,64,528,745,0
1744681472069,0,1950,393,51,523,836,0
1744681472069,0,1947,397,44,511,0,0
1744681472085,0,1939,403,33,535,0,0
1744681472085,0,1936,407,34,556,0,0
1744681472093,0,1936,406,34,576,0,0
1744681472093,0,1934,421,32,583,0,0
1744681472099,7,0,417,27,594,0,0
1744681472099,18,1927,420,21,602,0,0
1744681472103,37,1917,427,16,581,0,0
1744681472119,41,1910,438,11,575,1095,0
1744681472119,80,1904,464,11,573,1119,0
1744681472136,122,1894,493,9,578,1139,0
1744681472136,166,1879,528,10,605,1157,0
1744681472136,225,1869,564,15,633,1169,0
1744681472152,286,1855,608,21,665,1182,0
1744681472184,335,1838,656,37,701,1193,71
1744681472184,381,1815,701,55,730,1206,167
1744681472184,430,1789,752,84,770,1219,250
1744681472203,491,1739,812,135,817,1224,341
1744681472203,559,1680,873,203,864,1228,432
1744681472221,647,1603,937,271,923,1212,553
1744681472221,811,1511,978,306,964,1166,687
1744681472242,970,1383,1018,334,997,1103,817
1744681472243,1118,1234,1051,368,1008,1014,951
1744681472280,1242,1033,1079,401,1008,917,1085
1744681472281,1355,765,1098,435,982,786,1190
1744681472301,1444,481,1111,486,919,617,1280
1744681472301,1514,231,1127,536,829,439,1357
1744681472301,1584,49,1135,573,724,304,1413
1744681472319,1631,0,1126,602,617,171,1467
1744681472319,1681,0,1114,629,528,82,1510
1744681472336,1723,0,1087,662,496,24,1535
1744681472369,1757,0,1053,694,464,0,1581
1744681472386,1790,0,1002,729,416,0,1602
1744681472419,1809,0,955,737,351,0,1626
1744681472454,1829,0,912,763,283,0,1643
1744681472457,1842,0,861,779,233,0,1659
1744681472471,1856,0,822,797,176,0,1671
1744681472471,1872,0,769,814,135,0,1687
1744681472472,1877,0,721,831,98,0,1699
1744681472487,1888,0,693,839,59,0,1709
1744681472504,1894,0,663,846,21,0,1715
1744681472504,1901,0,631,848,0,0,1725
1744681472504,1906,0,599,842,0,0,1733
1744681472521,1909,0,583,830,0,0,1741
1744681472521,1919,0,560,815,0,0,1747
1744681472523,1922,0,551,803,0,0,1748
1744681472537,1931,0,537,790,0,0,1758
1744681472537,1937,0,537,791,0,0,1760
1744681472539,1942,0,533,797,0,0,1766
1744681472542,1947,0,536,801,0,0,1761
1744681472553,1951,0,531,800,0,0,1758
1744681472588,1955,0,523,789,0,0,1744
1744681472588,1958,0,483,752,0,0,1726
1744681472606,1950,0,427,695,0,0,1696
1744681472606,1927,0,370,631,0,0,1638
1744681472625,1880,0,304,574,0,0,1520
1744681472636,1803,0,239,478,0,0,1390
1744681472636,1670,0,169,395,0,0,1231
1744681472636,1506,0,133,262,0,0,1051
1744681472686,1325,32,98,126,0,0,832
1744681472686,1023,51,80,32,0,0,570
1744681472686,459,83,78,0,0,0,304
1744681472686,0,107,78,0,0,0,117
1744681472721,0,117,71,0,0,0,3
1744681472749,0,133,93,0,0,0,37
1744681472771,0,123,98,0,0,0,43
1744681472791,0,116,98,0,0,0,53
1744681472791,0,130,94,0,0,0,53
1744681472791,0,135,81,0,0,0,51
1744681472808,0,142,64,0,0,0,54
1744681472808,0,144,58,0,0,0,59
1744681472808,0,144,51,0,0,0,62
1744681472814,0,144,50,0,0,0,65
1744681472814,9,138,48,0,0,0,72
1744681472823,17,129,48,0,0,0,70
1744681472830,29,123,52,0,0,0,73
1744681472840,33,112,58,0,0,0,76
1744681472855,46,109,60,0,0,0,79
1744681472870,53,112,58,0,0,0,79
1744681472870,64,126,63,0,0,0,80
1744681472890,69,129,67,0,0,0,83
1744681472910,80,123,70,0,0,0,80
1744681472922,81,123,69,0,0,0,80
1744681472939,82,125,69,0,0,0,74
1744681472939,87,128,71,0,0,0,71
1744681472941,94,128,80,0,0,0,78
1744681472955,91,128,83,0,0,0,79
1744681472973,96,128,91,0,0,0,79
1744681472975,94,127,97,0,0,0,80
1744681472993,94,125,100,0,0,0,80
1744681472993,95,127,103,0,0,0,83
1744681473051,103,115,103,0,0,0,83
1744681473052,108,118,108,0,0,0,92
1744681473052,112,123,107,0,0,0,97
1744681473052,112,129,112,0,0,0,100
1744681473052,121,133,114,0,0,0,101
1744681473065,128,132,118,0,0,0,97
1744681473089,131,131,117,0,0,0,96
1744681473122,134,131,119,0,0,0,101
1744681473175,140,131,124,0,0,0,106
1744681473186,142,133,128,0,0,0,102
1744681473186,150,141,131,0,0,0,89
1744681473187,159,142,139,0,0,0,75
1744681473208,169,144,147,0,0,0,61
1744681473208,176,144,150,0,0,0,52
1744681473208,183,141,158,0,0,0,48
1744681473218,192,142,165,0,0,0,52
1744681473218,198,144,169,0,0,0,52
1744681473224,201,144,170,0,0,0,48
1744681473238,207,135,171,0,0,0,39
1744681473238,211,144,174,0,0,0,26
1744681473239,212,277,151,0,0,35,5
1744681473245,96,610,171,0,0,173,0
1744681473265,0,959,175,0,0,272,0
1744681473265,0,1314,183,0,0,299,0
1744681473265,0,1582,198,0,16,315,0
1744681473280,0,1760,246,0,192,384,0
1744681473299,0,1875,318,0,365,481,0
1744681473301,0,1940,351,0,466,0,0
1744681473314,0,1967,379,0,528,0,0
1744681473316,0,1968,403,0,533,0,0
1744681473346,16,1961,421,0,529,0,0
1744681473364,53,1942,432,0,526,0,0
1744681473379,65,1924,464,0,536,1080,0
1744681473379,128,1904,528,0,569,1142,0
1744681473379,211,1901,566,0,609,0,0
1744681473397,280,1892,599,16,633,1168,0
1744681473403,323,1885,618,74,658,1168,0
1744681473405,353,1874,652,142,675,1181,0
1744681473430,370,1866,674,210,682,1190,0
1744681473430,397,1851,709,253,679,0,0
1744681473481,400,1829,738,275,670,0,30
1744681473527,405,1811,756,298,683,0,70
1744681473556,417,1791,781,322,699,0,133
1744681473574,434,1770,807,352,720,1236,199
1744681473594,450,1749,829,384,741,1233,247
1744681473594,461,1731,848,404,772,1234,307
1744681473594,479,1713,875,402,802,1233,352
1744681473609,506,1691,896,419,817,1234,378
1744681473609,511,1668,913,438,838,1232,402
1744681473609,542,0,933,436,858,1226,442
1744681473609,571,0,950,450,880,1216,510
1744681473609,622,0,960,464,912,1205,579
1744681473626,666,1535,972,479,939,1184,644
1744681473642,709,1502,981,505,965,1159,705
1744681473642,758,1453,991,527,979,1137,768
1744681473642,823,1389,1006,544,1001,1104,839
1744681473659,882,1327,1018,566,1006,1069,901
1744681473659,932,1265,1040,580,997,1018,949
1744681473659,976,1213,1053,593,1006,979,987
1744681473659,1023,1152,1070,607,1004,953,1021
1744681473693,1072,1097,1079,624,1007,919,1061
1744681473708,1117,1042,1088,634,999,884,1096
1744681473708,1153,981,1098,646,993,845,1122
1744681473713,1193,907,1104,657,993,795,1147
1744681473718,1223,841,1109,674,983,743,1171
1744681473736,1268,764,1114,691,975,699,1199
1744681473736,1312,674,1119,704,971,630,1222
1744681473738,1350,573,1125,706,959,544,1249
1744681473757,1391,471,1131,708,947,485,1267
1744681473757,1424,402,1136,720,941,446,1282
1744681473776,1456,331,1138,727,925,379,1296
1744681473790,1488,283,1143,734,915,309,1312
1744681473825,1521,254,1151,749,912,243,1328
1744681473840,1562,241,1159,758,903,202,1333
1744681473874,1594,223,1163,766,901,156,1335
1744681473908,1627,209,1174,771,902,122,1328
1744681473908,1648,202,1186,767,906,87,1318
1744681473908,1653,177,1199,759,907,48,1296
1744681473926,1659,171,1200,755,897,16,1273
1744681473926,1660,142,1194,747,878,0,1273
1744681473926,1659,111,1201,738,851,0,1262
1744681473926,1660,95,1206,725,826,0,1259
1744681473940,1664,81,1201,723,810,0,1264
1744681473940,1649,74,1191,715,794,0,1267
1744681473940,1649,48,1174,704,757,0,1267
1744681473960,1642,0,1149,691,668,0,1255
1744681473960,1626,0,1120,663,570,0,1232
1744681473960,1600,0,1095,627,454,0,1197
1744681473975,1555,0,1062,577,367,0,1142
1744681473991,1492,0,1011,528,304,0,1081
1744681473991,1417,0,951,438,256,0,991
1744681474011,1309,0,880,336,181,0,853
1744681474011,1175,0,802,228,113,0,715
1744681474028,1018,0,714,128,59,0,564
1744681474060,835,3,626,48,0,0,401
1744681474060,598,15,535,0,0,0,243
1744681474060,407,19,449,0,0,0,83
1744681474097,255,44,375,0,0,0,1
1744681474097,130,60,294,0,0,0,0
1744681474097,21,80,209,0,0,0,0
1744681474101,59,99,202,0,0,0,2
1744681474113,85,91,192,0,0,0,41
1744681474143,88,88,171,0,0,0,54
1744681474143,89,103,160,0,0,0,65
1744681474143,91,107,156,0,0,0,68
1744681474160,103,112,147,0,0,0,77
1744681474193,106,117,147,0,0,0,78
1744681474212,105,117,144,0,0,0,82
