timestamp,value1,value2,value3,value4,value5,value6,
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,0,0,0,0,0,0
1744680147,0,38,0,0,0,0,0
1744680147,0,115,0,0,0,0,0
1744680147,0,205,0,0,0,0,0
1744680147,0,313,0,0,0,0,0
1744680147,0,432,0,0,0,0,0
1744680147,0,499,0,0,0,0,0
1744680147,0,558,0,0,0,0,0
1744680147,0,591,0,0,0,0,0
1744680147,0,591,0,0,0,0,0
1744680147,0,606,0,0,0,0,0
1744680147,0,619,0,0,0,0,0
1744680147,0,626,0,0,0,0,0
1744680147,0,655,0,0,0,0,0
1744680147,0,663,0,0,0,0,0
1744680147,0,677,0,0,0,0,0
1744680148,0,682,0,0,0,0,0
1744680148,0,682,0,0,0,0,0
1744680148,0,670,0,0,0,0,0
1744680148,0,658,0,0,0,0,0
1744680148,0,661,0,0,0,0,0
1744680148,0,672,0,0,0,0,0
1744680148,0,674,0,0,0,0,0
1744680148,0,672,0,0,0,0,0
1744680148,0,680,0,0,0,0,0
1744680148,0,676,0,0,0,0,0
1744680148,0,674,0,0,0,0,0
1744680148,0,663,0,0,0,0,0
1744680148,0,637,0,0,0,0,0
1744680148,0,603,0,0,0,0,0
1744680148,0,575,0,0,0,0,0
1744680148,0,491,0,0,0,0,0
1744680148,0,349,0,0,0,0,0
1744680148,0,201,0,0,0,0,0
1744680148,0,45,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,80,0,0,0,0,0,0
1744680148,166,135,0,0,0,0,0
1744680148,209,368,0,0,0,0,0
1744680148,235,496,0,0,0,0,0
1744680148,274,540,0,0,0,0,0
1744680148,306,564,0,0,0,0,0
1744680148,352,591,0,0,0,0,0
1744680148,383,610,0,0,0,0,0
1744680148,400,617,0,0,0,0,0
1744680148,410,630,0,0,0,0,0
1744680148,409,638,0,0,0,0,0
1744680148,397,646,0,0,0,0,0
1744680148,363,652,0,0,0,0,0
1744680148,302,645,0,0,0,0,0
1744680148,240,634,0,0,0,0,0
1744680148,184,641,0,0,0,0,0
1744680148,101,643,0,0,0,0,0
1744680148,38,640,0,0,0,0,0
1744680148,0,637,0,0,0,0,0
1744680148,0,624,0,0,0,0,0
1744680148,0,615,0,0,0,0,0
1744680148,0,593,0,0,0,0,0
1744680148,0,581,0,0,0,0,0
1744680148,0,576,0,0,0,0,0
1744680148,0,576,0,0,0,0,0
1744680148,0,560,0,0,0,0,0
1744680148,64,537,0,0,0,0,0
1744680148,185,488,0,0,0,0,0
1744680148,292,448,0,0,0,0,0
1744680148,343,415,0,0,0,0,0
1744680148,343,384,0,0,0,0,0
1744680148,336,345,0,0,0,0,0
1744680148,321,306,0,0,0,0,0
1744680148,315,253,0,0,0,0,0
1744680148,281,197,0,0,0,0,0
1744680148,226,144,0,0,0,0,0
1744680148,123,112,0,0,0,0,0
1744680148,14,49,0,0,0,0,0
1744680148,0,2,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,29,0,0,0,0,0,0
1744680148,97,0,0,0,0,0,0
1744680148,135,0,0,0,0,0,0
1744680148,172,0,0,0,0,0,0
1744680148,176,0,0,0,0,0,0
1744680148,195,0,0,0,0,0,0
1744680148,212,0,0,0,0,0,0
1744680148,207,0,0,0,0,0,0
1744680148,154,0,0,0,0,0,0
1744680148,96,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680148,0,0,0,0,0,0,0
1744680149,0,0,0,0,0,0,0
1744680149,0,0,0,0,0,0,0
1744680149,0,0,0,0,0,0,0
1744680149,126,0,0,0,0,0,0
1744680149,188,0,0,0,0,0,0
